tileid,parenttile_id,resourceinstance_id,Imagebefore2015,imagebefore2015caption,imagebefore2015description,sortorder,provisionaledits,nodegroup_id
f9aec483-10aa-4fdb-9cda-b18b07ec6d7e,None,256339d6-e9d3-11e9-8bc4-0242ac130002,/files/uploadedfiles/0461 (IMG_1538).jpg,"<p>Hariśaṅkara Mandira, historical image (photo by Stanislaw Klimek, 2008-09-18)</p>
","<p>Source: <strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/SSJP3PFI/q/gutschow"" target=""_blank"">Gutschow</a></strong> 2011, 461</p>",0,,2ab25702-9323-11e9-8381-0242ac120006
49009a4c-ce39-4776-a8b7-d78ba3c7a8c6,None,256339d6-e9d3-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1280 inv img.jpg,"<p>Hariśaṅkara Mandira, historical image (photo by Carl Pruscha, ca. 1974)</p>","<p>Source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/Q528C497"" target=""_blank""><strong>Pruscha</strong></a> 1975, vol. 2, p. 163 (P-128)</p>",0,,2ab25702-9323-11e9-8381-0242ac120006
501a404b-f694-4755-b1f7-a011b306921c,None,26404afc-cb0a-11e9-b993-0242ac140002,/files/uploadedfiles/LAL1111_H_1985.jpg,"<p>Dvārikā Bāhāḥ, historical image (photo by&nbsp;Hugh R. Downs, 1970-1984)</p>
","<p>Source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/Locke"" target=""_blank""><strong>Locke</strong></a> 1985, 53.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
bc487f79-6c40-42c3-aaf4-58799608845d,None,26404afc-cb0a-11e9-b993-0242ac140002,/files/uploadedfiles/LAL1111_H_20090507_06.JPG,"<p>Dvārikā Bāhāḥ, reconstruction, view from SW (courtesy of Rajendra Shakya, May 2009)&nbsp;</p>",,0,,2ab25702-9323-11e9-8381-0242ac120006
4ea096de-7044-4802-b2cc-d1f85289a49b,None,26404afc-cb0a-11e9-b993-0242ac140002,/files/uploadedfiles/LAL1111_H_20080912_02.JPG,"<p>Dvārikā Bāhāḥ, before reconstruction work, view from SW (courtesy of Rajendra Shakya, September 2008)&nbsp;</p>",,0,,2ab25702-9323-11e9-8381-0242ac120006
43b29559-0aec-435b-8d24-8736f0a3c52e,None,26404afc-cb0a-11e9-b993-0242ac140002,/files/uploadedfiles/LAL1111_H_20081002_03.JPG,"<p>Dvārikā Bāhāḥ, reconstruction, view from SW (courtesy of Rajendra Shakya, October 2008)&nbsp;</p>",,0,,2ab25702-9323-11e9-8381-0242ac120006
cb80811d-530e-4826-b821-84edd08eb4c5,None,26404afc-cb0a-11e9-b993-0242ac140002,/files/uploadedfiles/LAL1111_H_20080903_01.JPG,"<p>Dvārikā Bāhāḥ,&nbsp;demolition work, view from SW (courtesy of Rajendra Shakya, September 2008)&nbsp;</p>",,0,,2ab25702-9323-11e9-8381-0242ac120006
8cce9521-ef8f-4397-b3a1-2674b1c0867f,None,26404afc-cb0a-11e9-b993-0242ac140002,/files/uploadedfiles/LAL1111_H_ca.1970.jpg,"<p>Dvārikā Bāhāḥ, view from W; photo by John C. Huntington; 1970; courtesy of the John C. and Susan L. Huntington Photographic Archive of Buddhist and Asian Art; free access &ndash; no reuse; source: <a href=""https://dsal.uchicago.edu/cgi-bin/huntington/show_detail.py?ObjectID=18150"" target=""_blank""><strong>The Huntington Archive</strong></a></p>
","<p>Please visit <a href=""https://dsal.uchicago.edu/cgi-bin/huntington/browse_hub.py?browseType=keyword&amp;listOfKeyWords=Baha&amp;start_hit=351"" target=""_blank""><strong>the Huntington Archive</strong></a> for more photos of this Temple.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
153dabc7-2765-4fa0-838d-9f66f90e3d11,None,265a30ab-5d14-4b23-823d-171e8ecfedc0,/files/uploadedfiles/DLK0017_H_20140924_02.jpg,"<p>Bhurtī Duidevala, view from west; photo by David C. Andolfatto; 2014-09-24</p>
","<p>View of the space between the two <em>śikharas</em>.</p>

<p>The <em>āmalaka</em> ring is most likely the one that originally crowned the southern <em>śikhara</em>.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
244bfba6-3292-41eb-9427-70a4814b6cce,None,265a30ab-5d14-4b23-823d-171e8ecfedc0,/files/uploadedfiles/DLK0017_H_1967.jpg,"<p>Bhurtī Duidevala, view from south-west; photo by Marc Gaborieau, 1967;&nbsp;courtesy of Marc Gaborieau; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
c7704b3f-2442-405d-bde3-218104e73d3c,None,265a30ab-5d14-4b23-823d-171e8ecfedc0,/files/uploadedfiles/DLK0017_H_20140924_03.jpg,"<p>Bhurtī Duidevala, view from north-east; photo by David C. Andolfatto; 2014-09-24</p>
","<p>The two <em>śikharas</em> are visible on the right side of the image. To the left is Bhurtī Pa&ntilde;cadevala 3 (DLK0016).</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
d78089fb-3612-48c9-bdd8-450b55364fdf,None,26daa57e-e6ae-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1481_H_1992_Gutschow.jpg,"<p>Digichẽ at&nbsp;Ī Bahī, view from S (photo by Stanislaw Klimek, 1992)</p>
","<p>Source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/6L2V8DIN/q/Gutschow"" target=""_top""><strong>Gutschow</strong></a>&nbsp;2011, 920-921</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
886fd62e-3fc9-4f95-9f54-de777d334b0c,None,26daa57e-e6ae-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL1481_H_1920_c_Chitrakar.jpg,"<p>Digichẽ at&nbsp;Ī Bahī, ca. 1920s, view from the SE (photo by Dirga Man Chitrakar, courtesy&nbsp;Dirghaman &amp; Ganeshman Chitrakar Art Foundation)</p>
","<p>Only part of the&nbsp;<em>digichẽ</em> can be seen on the right side of the photograph. This building collapsed in the 1934 earthquake and was later rebuilt in today&#39;s configuration.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
be0fe517-81c8-4853-a80b-4b64a03efda0,None,26e27d10-f989-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0451_H_1985.jpg,"<p>Devajyoti Bāhāḥ, historical image (photo by Hugh R. Downs, ca. 1970-84)</p>
","<p>Source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/Locke"" target=""_blank""><strong>Locke</strong></a> 1985, 167</p>

<p>The description and photo that Locke provides for&nbsp;the Jisvā̃ Bāhā/Devarāja Vihāra match this monument. However, he describes a different <em>bāhāḥ&nbsp;</em>as&nbsp;Nandaya Bū Bāhā/Devajyoti Vihāra (p. 169-171).</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
4d8be737-53e1-4b04-b3fd-5276574f70ae,None,27609ec0-8feb-46bf-bde3-4392aa004e9a,/files/uploadedfiles/MUG0050_H_20140907_02.jpg,"<p>Ghāṭa Pillars, view from S; photo by David C. Andolfatto; 2014-09-07</p>
","<p>This part of the site has preserved the original alinement of the memorial pillars.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
731c962f-61f2-4e73-b06e-518b3848d1ad,None,27609ec0-8feb-46bf-bde3-4392aa004e9a,/files/uploadedfiles/MUG0050_H_1968.jpg,"<p>Ghāṭa Pillars, view from E; Photo by Marc Gaborieau, 1968;&nbsp;courtesy of Marc Gaborieau; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
7ec8aa54-2040-4ec0-a1f5-49772f06db7f,None,276619ca-ea4f-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL2420_H_ca.1970.jpg,"<p>Hitiphusa Bāhāḥ, view from NE; photo by John C. Huntington; 1970; courtesy of the John C. and Susan L. Huntington Photographic Archive of Buddhist and Asian Art; free access &ndash; no reuse; source: <a href=""https://dsal.uchicago.edu/cgi-bin/huntington/show_detail.py?ObjectID=17977"" target=""_blank""><strong>The Huntington Archive</strong></a></p>
","<p>Please visit <a href=""https://dsal.uchicago.edu/cgi-bin/huntington/browse_hub.py?listOfKeyWords=Hiti&amp;browseType=keyword&amp;start_hit=1"" target=""_blank""><strong>the Huntington Archive</strong></a> for more photos of this Temple.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
309ddc02-5636-4402-b50c-645a545ef3fa,None,276619ca-ea4f-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL2420.jpg,"<p>Hitiphusa Bāhāḥ, historical image (photo by Hugh R. Downs, ca. 1970-84)</p>
","<p>Source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/Locke"" target=""_blank""><strong>Locke</strong></a> 1985, 111</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
34c0671f-481b-486f-9f8b-420cef61fe87,None,276619ca-ea4f-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL2420 inv img.jpg,"<p>Hitiphusa Bāhāḥ, historical image&nbsp;(photo by Carl Pruscha, 1973-1974)</p>
","<p>Source:<strong>&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/Q528C497"" target=""_blank"">Pruscha</a></strong>&nbsp;1975 Vol. 2 p.195&nbsp;(P-242)</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
5ab21f02-8740-4818-83e5-e98c04154837,None,27ca1a68-e9ca-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL4150_H.jpg,"<p>Thalbũ Phalcā, view from E; photo by&nbsp;Juju Bhai Dhakhwa; ca. 1980; courtesy of Juju Bhai Dhakhwa and photo.circle; free access &ndash; no reuse; source: Nepal Picture Library (npl_2016_jbd01_02473)</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
33362511-c16b-4253-9b9c-6ba9cad885aa,None,27ca1a68-e9ca-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL4150_H_20141125_01.jpg,"<p>Thalbu&nbsp;Phalcā, view from E; photo by&nbsp;Christiane Brosius; 2015-02; courtesy of Christiane Brosius; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
8f06b404-a07b-4cdd-accb-d350c1de384f,None,28f77756-69bc-11ea-8083-0242ac130006,/files/uploadedfiles/LAL4175_H_1992_01.jpg,"<p>Ayuguthi Sataḥ, view from S; 1992; courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse; source: Kathmandu Valley Preservation Trust, <em>Ayuguthi Sattal Final Report</em>, 2002</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
ce7a566e-3949-4c0a-858e-5ef866be4fd0,None,28f77756-69bc-11ea-8083-0242ac130006,/files/uploadedfiles/LAL4175_H_2001_01.jpg,"<p>Ayuguthi Sataḥ, view from S; 2001; courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse; source: Kathmandu Valley Preservation Trust, <em>Ayuguthi Sattal Final Report</em>, 2002</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
a93df04a-5552-436b-9a31-e9f0ab339278,None,28f77756-69bc-11ea-8083-0242ac130006,/files/uploadedfiles/LAL4175_H_1998_01.jpg,"<p>Ayuguthi Sataḥ, view from S; 1998; courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse; source: Kathmandu Valley Preservation Trust, <em>Ayuguthi Sattal Final Report</em>, 2002</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
51958e1f-82cc-4a06-a9f3-e99988a511d3,None,28f77756-69bc-11ea-8083-0242ac130006,/files/uploadedfiles/LAL4175_H_1994_01.jpg,"<p>Ayuguthi Sataḥ, view from S; 1994; courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse; source: Kathmandu Valley Preservation Trust, <em>Ayuguthi Sattal Final Report</em>, 2002</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
942cefd6-134e-4133-91c1-2d7fa49cc9f2,None,28f77756-69bc-11ea-8083-0242ac130006,/files/uploadedfiles/LAL4175_H_1965_01.jpg,"<p>Ayuguthi Sataḥ, view from S; 1965; courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse; source: Kathmandu Valley Preservation Trust, <em>Ayuguthi Sattal Final Report</em>, 2002</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
8ce10408-d50f-4840-91e1-fc6c7ef79f99,None,2a1ca80c-8b69-43a0-ab19-ac6b126986ee,/files/uploadedfiles/KIR0004_H_20110000_02.jpg,"<p>Bāghabhairava Mandira, view from S; photo by Niels Gutschow; 1990-04-26; courtesy of Niels Gutschow; free access &ndash; no reuse; source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/gutschow/titleCreatorYear/items/SSJP3PFI/item-list"" target=""_blank""><strong>Niels&nbsp;Gutschow</strong></a>,&nbsp;<em>Architecture of the Newars, </em>2011, vol. II, p. 504</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
1b39f038-02df-4546-aea6-c1f8fda3ed3d,None,2a1ca80c-8b69-43a0-ab19-ac6b126986ee,/files/uploadedfiles/KIR0004_H_ca.1970_03.jpg,"<p>Bāghabhairava Mandira, view from S; photo by John C. Huntington; 1970; courtesy of the John C. and Susan L. Huntington Photographic Archive of Buddhist and Asian Art; free access &ndash; no reuse; source: <a href=""https://dsal.uchicago.edu/cgi-bin/huntington/show_detail.py?ObjectID=18899"" target=""_blank""><strong>The Huntington Archive</strong></a></p>
","<p>Please visit <a href=""https://dsal.uchicago.edu/cgi-bin/huntington/browse_hub.py?browseType=keyword&amp;listOfKeyWords=bhairava&amp;start_hit=76"" target=""_blank""><strong>the Huntington Archive</strong></a> for more photos of this Temple.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
3fe7ddc5-30d7-495a-b1b8-ea50584ef468,None,2a1ca80c-8b69-43a0-ab19-ac6b126986ee,/files/uploadedfiles/KIR0004_H_ca.19740000_01.jpg,"<p>Bāghabhairava Mandira, view from SE; photo by Carl Pruscha; 1973&ndash;1974; courtesy of Carl Pruscha; free access &ndash; no reuse; source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/pruscha/titleCreatorYear/items/Q528C497/item-list"" target=""_blank""><strong>Carl Pruscha</strong></a>,&nbsp;<em>Kathmandu Valley</em>, 1975, vol. II, p. 262&nbsp;(Ki-4)</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
e45762dc-129f-4d59-a2c6-de330dbb88fa,None,2a5c82ae-d073-11e9-8599-0242ac140006,/files/uploadedfiles/LAL4105_H_1991.jpg,"<p>Taṅgaḥ Phalcā 3, historical photo, view from SE (courtesy of Niels Gutschow, 1991)</p>
","<p>Source: <strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/SSJP3PFI/q/gutschow"">Gutschow</a></strong> 2011, 661.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
f8d6f3bd-36e8-49d3-b0ef-d327bdb9cf11,None,2a8e92e4-ffb7-11e9-8f3c-0242ac130002,/files/uploadedfiles/LAL4044_H_20061009_01.jpg,"<p>Lakṣmīnārāyaṇa&nbsp;Sataḥ, first part of wood carving of the life story of Kṛṣṇa, view from E; photo by Stanislaw Klimek; 2006-10; courtesy of Niels Gutschow; free access &ndash; no reuse; source: Niels <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/2011/titleCreatorYear/items/6L2V8DIN/item-list"" target=""_blank""><strong>Gutschow</strong></a>, <em>Architecture of the Newars</em>, 2011, vol. 2, p. 650</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
29506b31-bdf6-4813-b959-18243b72dcab,None,2a8e92e4-ffb7-11e9-8f3c-0242ac130002,/files/uploadedfiles/LAL4044_H_20061009_02.jpg,"<p>Lakṣmīnārāyaṇa&nbsp;Sataḥ, second part of wood carving of the life story of Kṛṣṇa, view from E; photo by Stanislaw Klimek; 2006-10; courtesy of Niels Gutschow; free access &ndash; no reuse; source: Niels <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/2011/titleCreatorYear/items/6L2V8DIN/item-list"" target=""_blank""><strong>Gutschow</strong></a>, <em>Architecture of the Newars</em>, 2011, vol. 2, p. 652</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
cb94449a-6aed-418c-975e-d33fd131f3ff,None,2acb57c3-2a55-442b-bf83-fa397fd60613,/files/uploadedfiles/LAL2840_H_ca.19740000.01.jpg,"<p>Baṭuka Bhairava, view from E; photo by Carl Pruscha; 1973-1974; courtesy of Carl Pruscha; free access-no reuse; source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/pruscha/titleCreatorYear/items/Q528C497/item-list"" target=""_blank""><strong>Carl Pruscha</strong></a>, <em>Kathmandu Valley</em>, 1975, vol II, p. 207&nbsp;(P-284)</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
70a3a63e-41d5-4fdf-b90d-16ec281eb680,None,2bad144c-eaa5-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL4184_H_20150208_01.jpg,"<p>Patukvā Sataḥ 3, view from W (photo by&nbsp;Christiane Brosius,&nbsp;February 2015)</p>",,0,,2ab25702-9323-11e9-8381-0242ac120006
233d4011-6d00-4f83-a590-c659feac9565,None,2c130982-5fc6-11ea-8083-0242ac130006,/files/uploadedfiles/BUN0016_H_20100217 Andolfatto.jpg,"<p>Dharmadhātujinālaya Caitya, view from W (photograph by David Andolfatto, February 2010)</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
2cdcadf2-bf85-45e0-b5fe-f3bc9fc5fb96,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_20130407_02.jpg,"<p>Sulima Āgama, detail of one protective eyes carved in stone flanking the main door; photo by Kathmandu Valley Preservation Trust;&nbsp;2013;&nbsp;courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
08f2b46d-c5af-4a87-a917-a6a2e2edf332,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_20140519_01.jpg,"<p>Sulīma Āgama, view of Sulīma Square and the shrine house from NW; photo by Kathmandu Valley Preservation Trust;&nbsp;2014;&nbsp;courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
206e1473-5d70-46a4-b3d6-6a789a4fbab2,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_20130407_01.jpg,"<p>Sulima Āgama, view of the main door with one protective eye carved on the stone flanking the door; photo by Kathmandu Valley Preservation Trust;&nbsp;2013;&nbsp;courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
87306bbf-45aa-4b17-9bdf-e93c70aab654,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_1994 Klimek.jpg,"<p>Sulīma Āgama, view of the main door and tymphanum; photo by Stanislaw Klimek;&nbsp;1994;&nbsp;courtesy of Niels Gutschow; free access &ndash; no reuse; source: Niels <strong>Gutschow</strong>, <em>Architecture of the Newars</em>, 2011, vol. 2</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
50f6aa17-1666-421b-89e2-730fa62ea358,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_20140518_01.jpg,"<p>Sulīma Āgama, aerial view from NW;&nbsp;photo by Thomas Schrom;&nbsp;2014-05-13;&nbsp;courtesy of Thomas Schrom; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
1624ccd9-3756-40e6-87c6-160b44f70aa7,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_20140519_02.jpg,"<p>Sulima Āgama, view of Sulīma Square and the shrine house from N;&nbsp;photo by Kathmandu Valley Preservation Trust;&nbsp;2014;&nbsp;courtesy of Kathmandu Valley Preservation Trust; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
ad611319-3869-4277-a23b-7a9237a4ba6b,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_20140518_02.jpg,"<p>Sulīma Āgama, aerial view from NW;&nbsp;photo by Thomas Schrom;&nbsp;2014-05-18;&nbsp;courtesy of Thomas Schrom; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
9444a170-9364-4721-b5b4-e601471fd967,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_1994_02.jpg,"<p>Sulīma Āgama, image of door; photo by Stanislaw Klimek;&nbsp;1994;&nbsp;courtesy of Niels Gutschow; free access &ndash; no reuse; source: Niels <strong>Gutschow</strong>, <em>Architecture of the Newars</em>, 2011, vol. 2, p.&nbsp;582</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
d3172829-eefd-4337-b565-06a178bf31ee,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790_H_20140513.jpg,"<p>Sulīma Āgama, view of the partly collapsed tower;&nbsp;photo by Thomas Schrom;&nbsp;2014-05-13;&nbsp;courtesy of Thomas Schrom; free access &ndash; no reuse</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
9d92de94-af40-4c81-adb0-9c455c07001f,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,/files/uploadedfiles/LAL0790 inv img.jpg,"<p>Sulīma Āgama, historical image; photo by Carl Pruscha; 1973&ndash;1975; courtesy of Carl Pruscha; free access &ndash; no reuse; source: Carl <strong>Pruscha</strong>, <em>Kathmandu Valley</em>, 1975, vol. II,&nbsp;p. 148 (P-79)</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
d95a4107-72d0-4b8d-bebf-3db6082275e9,None,2c57e6c8-e8cb-11e9-b125-0242ac130002,/files/uploadedfiles/LAL4137_H_20150315_01.jpg,"<p>Bhailaḥ Phalcā, view from SW (photo by Christiane Brosius, March 2015)</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
257361f9-4ae8-4cb1-91d2-f240d1cf09df,None,2c696054-eb48-11e9-b125-0242ac130002,/files/uploadedfiles/LAL1540.jpg,"<p>Ī Bahī Vãtā Vihāra, historical image; photo by Hugh R. Downs; 1970-1985; free access &ndash; no reuse; source: John <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/Locke"" target=""_blank""><strong>Locke</strong></a>, <em>Buddhist Monasteries of Nepal</em>, <em>Kathmandu</em> 1985, p. 206</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
e4673b57-434a-461e-9b23-e267ca0ed614,None,2dca9004-e5e3-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0200.jpg,"<p>Joga Dhusa Bāhāḥ, view from NE; photo by Hugh R. Downs; 1970-1985;&nbsp;free access &ndash; no reuse; source:&nbsp;John&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/5A9SNX3X"">Locke</a>, Buddhist Monasteries of Nepal, 1985, p. 147</p>
","<p>-</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
f9bde72d-5b79-4766-9719-b3485d9d3b85,None,2e9e454e-e4fc-11e9-b125-0242ac130002,/files/uploadedfiles/LAL0300.jpg,"<p>Jagatmaṅgala Vihāra, historical image (photo by Hugh R. Downs, ca. 1970-84)</p>
","<p>Source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/Locke"" target=""_blank""><strong>Locke</strong></a> 1985, 230</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
cdea26cc-f09a-4456-8f7e-4988ff9828d1,None,2fa110b8-e90a-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0940 inv img.jpg,"<p>Kuti Bāhāḥ, historical image (photo by Carl Pruscha, ca. 1974)</p>
","<p>Source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha</strong></a> 1975, vol. 2, p.&nbsp; 153 (P-94)</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
42f9a063-b1b1-45ce-9d01-541aaaaad403,None,2fa110b8-e90a-11e9-8bc4-0242ac130002,/files/uploadedfiles/LAL0940.jpg,"<p>Kuti Bāhāḥ, historical image (photo by Hugh R. Downs, ca. 1970-84)</p>
","<p>&nbsp;Source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/Locke"" target=""_blank""><strong>Locke</strong></a> 1985, 67</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
de7748ab-fcc7-445e-a9ac-6171deec6d07,None,2fa561e9-6f62-4663-bae9-fdaeb0aee1a1,/files/uploadedfiles/LAL4216_H_01.jpg,"<p>Caṇḍeśvarī Dharmaśālā, historical image, view from S; photo by Uttam Bahadur Shrestha; nd; courtesy of Nepal Picture Library; free access &ndash; no reuse; source:&nbsp;Uttam Bahadur Shrestha Collection/Nepal Picture Library (npl_2014_ubs01_00240)</p>
","<p>Image taken from platform at centre of&nbsp;Pimbāhāḥ Pond (<strong>LAL4129</strong>), in the background one can see Caṇḍeśvarī Bhajan Phalcā (<strong><a href=""https://danam.cats.uni-heidelberg.de/report/03ab0902-61c8-4458-8eee-f23e345d9372"">LAL4127</a></strong>) to the west of the&nbsp;Caṇḍeśvarī Dharmaśālā&nbsp;in the centre, as well as a now non-existant small Phalcā at the north-eastern edge of the pond.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
e946a54a-8e56-46a3-ac47-1e659feeb5db,None,2fa561e9-6f62-4663-bae9-fdaeb0aee1a1,/files/uploadedfiles/LAL4216_H_02.jpg,"<p>Caṇḍeśvarī Dharmaśālā, historical image, view from S; photo by Uttam Bahadur Shrestha; nd; courtesy of Nepal Picture Library; free access &ndash; no reuse; source:&nbsp;Uttam Bahadur Shrestha Collection/Nepal Picture Library (npl_2014_ubs01_00327)</p>
","<p>Picture taken from platform at centre of&nbsp;Pimbāhāḥ Pond (<strong>LAL4129</strong>), in the background one can see Caṇḍeśvarī Bhajan Phalcā (<strong><a href=""https://danam.cats.uni-heidelberg.de/report/03ab0902-61c8-4458-8eee-f23e345d9372"">LAL4127</a></strong>) to the west of this monument&nbsp;in the centre and the now non-existant&nbsp;small Phalcā at the north-eastern edge of the pond, view from S. With kind permission of Nepal Picture Library.</p>
",0,,2ab25702-9323-11e9-8381-0242ac120006
b0417d63-11dd-4dec-bd9e-a0b44106d3c2,None,2fe39e54-d189-4403-a7cb-0835b63e4387,/files/uploadedfiles/LAL2460_H_ca.19840000_01.jpg,"<p>Cīdhã Guji Bāhāḥ, view from NE; photo by Hugh R. Downs; 1970-84; courtesy of John Locke; free access &ndash; no reuse; source: <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/locke/titleCreatorYear/items/5A9SNX3X/item-list"" target=""_blank""><strong>John Locke</strong></a>, <em>Buddhist Monasteries of Nepal</em>, 1985, p. 124</p>
",,0,,2ab25702-9323-11e9-8381-0242ac120006
