tileid,parenttile_id,resourceinstance_id,Monument references,sortorder,provisionaledits,nodegroup_id
115319d2-e08d-44c7-b539-9211d5964184,None,43a6124a-0a4b-4f1c-a3b6-f68fcb0e4dc0,"<p><!--?xml version=""1.0""?-->Vajrācārya, Dhanavajra. <em>Licchavikālakā Abhilekha: Anuvāda, Aitihāsika Vyākhyāsahita</em>. Tribhuvana Viśvavidyālaya Nepāla ra Eśiyālī Adhyayana Saṃsthānako Aitihāsika Sāmagrī Mālā 6. Kathmandu: Nepāla ra Eśiyālī Adhyayana Saṃsthāna, TU, VS 2030.</p>

<p>KC, K. <em>Present Condition of Lichchhavi Inscriptions of Lalitpur District (M.A. Thesis)</em>. Lalitpur: Tribhuvan University, VS 2073.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
9c095287-b83d-4b5b-aa15-8add74a3f8a3,None,4405bb30-4704-432a-9f61-2a7c8912321a,"<p><!--?xml version=""1.0""?--><!--?xml version=""1.0""?-->Regmi, D. R. <em>Medieval Nepal: A History of the Three Kingdoms 1520 A.D. to 1768 A.D.</em> Vol. II. Calcutta: Firma K. L. Mukhopadhyay, 1960.</p>

<p>Śukrasāgara, Śreṣṭha. <em>Kīrtipurko Sāṃskritika r Purātāttvika Itihāsa</em>. Kirtipur: Center for Nepal and Asian Studies, 2057.</p>

<p><!--?xml version=""1.0""?-->Vajrācārya, Dhanavajra. <em>Madhyakālakā Abhilekha</em>. Kathmandu: Nepāla ra Eśiyālī Anusandhāna Kendra, 2056.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
a9133ce8-cee1-4ea9-9961-1f0852713ea6,None,440d970c-ea5d-11e9-b125-0242ac130002,"<p>Locke, John Kerr.&nbsp;<em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985. p.&nbsp;146.</p>

<p>Pruscha, Carl, ed.&nbsp;<em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. 2nd ed. 2 vols. Kathmandu: Vajra Publications (reprint), 2015. p.22.</p>

<p>Wright, Daniel.&nbsp;<em>History of Nepal: Translated from the Parbatiyā by Munshi Shew Shunker Singh and Pandit Shrī Gunānanda</em>. Cambridge: Cambridge University Press, 1877.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
39c8fd95-5382-4d44-88da-c4b2945b51e3,None,443544db-8f01-4d16-8f90-1de79f599e98,"<p>Regmi, D. R. <em>Medieval Nepal: Source Materials for the History and Cultures of Nepal 740-1768 A.D.</em> Vol. III. Calcutta: Firma K. L. Mukhopadhyay, 1966.</p>

<p>Rukmaṇī, Pradhāna (Vanta). <em>Kāṭhamāḍauṃ Upatyakākā Sarasvatīmūrtiharū ra Pūjā-Paramparā</em>. Kirtipur: Center for Nepal and Asian Studies, 2061.</p>

<p>Tevārī, Rāmajī and Others, ed. <em>Abhilekha Saṃgraha</em>. 2. Kathmandu: Saṃśodhana Maṇḍala, n.d.</p>

<p>&nbsp;</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
78021c7d-9156-4514-b8e2-bfde014dd601,None,44609e5a-ee3d-11e9-8649-0242ac130002,"<p>&nbsp;</p>

<p>Gutschow, Niels. <em>Architecture of the Newars: A History of Building Typologies and Details in Nepal</em>. Vol. 2. 3 vols. Chicago: Serindia Publications, 2011.</p>

<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
bc02e2e6-3343-4c22-948f-02d838e9f42f,None,45394990-d06e-11e9-8599-0242ac140006,"<p><!--?xml version=""1.0""?--><!--?xml version=""1.0""?--></p>

<p><!--?xml version=""1.0""?-->Bajracharya, Manik, and Axel Michaels, eds. <em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016, 23-24.</p>

<p>Jośī, Rāsa. <em>Lalitpur Rajdurbar</em>. Lalitpur: Thyākā Research Center, VS 2065.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
347620f7-94f0-450a-aa31-e1c8b0214f1d,None,45b07460-1787-11ea-b9b1-0242ac130002,"<p><!--?xml version=""1.0""?--></p>

<p><em>Buṅgamatīko Sā̃skṛtika Sampadāharū</em>. Kathmandu: Purātattva Vibhāga, Saṃskṛti Paryaṭana Tathā Nāgarika Uḍḍayana Mantrālaya, 2059.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
b00af4b3-a4ff-40d6-93e0-c4a397e35ba0,None,460bec90-ea60-11e9-b125-0242ac130002,"<p>Bajracharya, Manik, and Axel Michaels, eds.&nbsp;<em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016.&nbsp;3.13-23</p>

<p>Gutschow, Niels.&nbsp;<em>The Nepalese Caitya: 1500 Years of Buddhist Votive Architecture in the Kathmandu Valley</em>. Monograph Series / Lumbini International Research Institute 1. Stuttgart [u.a.]: Menges, 1997. p.&nbsp;50</p>

<p>Gutschow, Niels.&nbsp;<em>Architecture of the Newars: A History of Building Typologies and Details in Nepal</em>. Vol. 3. 3 vols. Chicago: Serindia Publications, 2011.</p>

<p>Locke, John Kerr.&nbsp;<em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985. p.&nbsp;195</p>

<p>Pruscha, Carl, ed.&nbsp;<em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p>Vajrācārya, Herākājī.&nbsp;<em>Guitaḥyā Bahi Vihāra Saṅgha: Chagū Adhyayana</em>. Lalitpur, 1999. pp. 41-4, 110-11</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
264c8f69-f920-4d4b-b95f-183d8e1d7779,None,468fb683-8654-424a-9005-731f310bed0f,"<p>Bajracharya, Manik, and Axel Michaels, eds. <em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016.</p>

<p>Gutschow, Niels. <em>Architecture of the Newars: A History of Building Typologies and Details in Nepal</em>. Vol. 2. 3 vols. Chicago: Serindia Publications, 2011.</p>

<p>Kāyastha, Chatra Bahādur. &ldquo;Yala Nugaḥ tvāḥyā aitihāsik mahattva&rsquo;, Nepal Saṃskriti.&rdquo; <em>Nepal Saṃskriti</em>, no. 95 (NS 1119): 1&ndash;27.</p>

<p>Khanal, Sandhyā. <em>Kāṭhamāṇḍau Upatyakākā Ḍhuṅgedhārāharūko Adhyayan (Phd Thesis)</em>. Tribhuvan University, 2068.</p>

<p>Naraharinātha, Yogī, trans. <em>Śrī Kunu Śarmāko Kīrtipatākā</em>. Lalitpur: Jagadambā Prakāśana, 2018.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p><!--?xml version=""1.0""?--><!--?xml version=""1.0""?--></p>

<p>Vajrācārya, Dhanavajra, and Kamal P. Malla. <em>The Gopālarājavaṃśāvalī</em>. Wiesbaden: Franz Steiner, 1985.</p>

<p>Vajrācārya, Dhanavajra. <em>Licchavikālakā Abhilekha: Anuvāda, Aitihāsika Vyākhyāsahita</em>. Tribhuvana Viśvavidyālaya Nepāla ra Eśiyālī Adhyayana Saṃsthānako Aitihāsika Sāmagrī Mālā 6. Kathmandu: Nepāla ra Eśiyālī Adhyayana Saṃsthāna, TU, 2030.</p>

<p>Vajrācārya, Dhanavajra. <em>Madhyakālakā Abhilekha</em>. Kathmandu: Nepāla ra eśiyālī anusandhāna kendra, 2056.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
8ab4efe8-6055-4faa-884c-c2f6e9fb9181,None,479763c6-e90e-11e9-b125-0242ac130002,"<p><!--?xml version=""1.0""?--></p>

<p><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/basukala/titleCreatorYear/items/KHRJC9Z8/item-list"" target=""_blank"">Basukala</a></strong>, Bijay, and Niels Gutschow (2018)&nbsp;<em>Inventory of Arcaded Platforms Phalcā</em>. NHDP Heidelberg University - Saraf Foundation for Himalayan Traditions and Culture - Department of Archaeology.</p>

<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/HFKA5E78/q/Tiwari"" target=""_blank""><strong>Tiwari</strong></a>, Sudarshan Raj (1994) &ldquo;Special Study Cy&agrave;sa: An Action Programme and Strategy for Public Space Conservation.&rdquo; Patan: Patan Conservation and Development Programme, pp 19, 28.</p>",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
7f72fdec-8cea-4cab-92f1-ae3830a06ac8,None,489cc406-57c1-11ea-b4c2-0242ac130006,"<p><!--?xml version=""1.0""?--><!--?xml version=""1.0""?-->Bajracharya, Manik, and Axel Michaels, eds. <em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016.</p>

<p>Bangdel, Lain Singh. <em>Stolen Images of Nepal</em>. 1989th ed. Kathmandu: Royal Nepal Academy, 1989. https://www.amazon.com/Stolen-images-Nepal-Singh-Bangdel/dp/B0006EYSVM.<!--?xml version=""1.0""?--></p>

<p>Giuliano, Laura. &ldquo;On Vajrapuruṣa.&rdquo; <em>East and West</em> 51, no. 3/4 (2001): 247&ndash;98.</p>

<p>Slusser, Mary Shepherd. <em>Nepal Mandala: A Cultural Study of the Kathmandu Valley</em>. Vol. 2. Princeton, NJ: Princeton Univ. Pr., 1982.</p>

<p>Vajrācārya, Dhanavajra. <em>Licchavikālakā Abhilekha: Anuvāda, Aitihāsika Vyākhyāsahita</em>. Tribhuvana Viśvavidyālaya Nepāla ra Eśiyālī Adhyayana Saṃsthānako Aitihāsika Sāmagrī Mālā 6. Kathmandu: Nepāla ra Eśiyālī Adhyayana Saṃsthāna, TU, 2030.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
f1fee4eb-93ac-4b2d-9873-bdcc54333cda,None,48fbbcba-9da1-11ea-82af-0242ac130005,"<p>Bernier, Ronald M. <em>The Temples of Nepal: An Introductory Survey</em>. New Delhi: S. Chand &amp; Company, 1978.</p>

<p>Regmi, D. R. <em>Medieval Nepal: A History of the Three Kingdoms 1520 A.D. to 1768 A.D.</em> Vol. II. Calcutta: Firma K. L. Mukhopadhyay, 1966.</p>

<p>Śākya, Hemrāj, and T.R. Vaidya. <em>Medieval Nepal (Colophons and Inscriptions)</em>. Kathmandu: T. R. Vaidya, 1970.</p>

<p><!--?xml version=""1.0""?-->Gutschow, Niels. <em>Architecture of the Newars: A History of Building Typologies and Details in Nepal</em>. 3 vols. Chicago: Serindia Publications, 2011.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
b375d683-faea-4024-9876-5dc1c82fa243,None,493f8e80-fba9-11e9-a3c8-0242ac130002,"<p>Locke, John Kerr.&nbsp;<em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed.&nbsp;<em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
18b6468c-c783-4055-97c8-17e6bc4dec80,None,49e99160-f60d-11e9-8649-0242ac130002,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha</strong></a> P-157</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
218c28a9-e55d-4cdc-b8cf-1675cf0a10bd,None,4a025a42-e6ea-11e9-b125-0242ac130002,"<p>Locke, John Kerr.&nbsp;<em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed.&nbsp;<em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p>Śākya, Hemrāj.&nbsp;<em>Śivadevasaṃskārita Rudravarṇa Mahāvihāra Chagū Adhyayana</em>. Lalitpur: 2538th Buddha Jayantī Samāroha Samiti, 1994.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
3d0203b8-b495-480e-aeb5-da330ce2a81a,None,4a028b6c-f954-11e9-8649-0242ac130002,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/9HR6AGVR/q/herakaj%C4%AB"" target=""_blank""><strong>H. Vajrācārya</strong></a>&nbsp;1993, 129</p>

<p>&nbsp;</p>

<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p>Vajrācārya, Herākājī, and et al. <em>Vidyādhara Saṃskārita Yaśodhara Mahāvihāra Saṃgha</em>. Lalitpur: 2537th Buddha Jayanti Samāraha Samiti, 1993.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
41538e19-57af-4277-970c-298dd58954bd,None,4a2c6259-e814-432e-a59c-99eb9d750007,"<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
1e32e61a-e72a-4c62-a70c-3fea9bfdf3e5,None,4a48d563-85d1-4e51-8f78-2254393f85e2,"<p><!--?xml version=""1.0""?-->Kũvara, Dhana B. &ldquo;Kāṭhamaḍauṃ Upatyakākā Kusale Jātiko Sāmājika tathā Dhārmika Jīvana ra Parivartanakā Svarūpaharū.&rdquo; PhD thesis, Tribhuvan University, 2062.</p>

<p><!--?xml version=""1.0""?-->Shokoohy, Mehard, Natalie H. Shokoohy, and Śukra Ś. Śreṣṭha. <em>Street Shrines of Kirtipur, Nepal: As Long as the Sun and Moon Endure</em>. London: Araxus Books, 2014.</p>

<p><!--?xml version=""1.0""?-->Śreṣṭha, Tekabahādura, and Ḍillīrāja Śarmā. <em>Kipū Nagarpālikāyā Aitihāsika va Sāṃskṛtika Sampadā</em>. Kirtipur: Kirtipur Municipality, 2019.</p>

<p>Vajrācārya, Dhanavajra.&nbsp;<em>Madhyakālakā Abhilekha</em>. Kathmandu: Nepāla ra eśiyālī anusandhāna kendra, 1999 (VS 2056).</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
aee884f6-7028-4d63-8854-d38befb96c41,None,4a6c25be-af79-11ea-8ae7-0242ac130005,"<p><!--?xml version=""1.0""?-->Śākya, Hemarāja. <em>Caityayā Thaḥgu Ātmakathā</em>. Lalitpur: Bekhā Rāj Vajrācārya, 1993.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
4827a37f-75b5-4fed-af37-1bb9f8f07334,None,4b3adb40-7726-4977-b911-1710edbfa41f,"<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p>Śākya, Hemrāj. <em>Śivadevasaṃskārita rudravarṇa mahāvihāra chagū adhyayana</em>. Lalitpur: 2538th Buddha Jayantī Samāroha Samiti, 1994.</p>

<p>&nbsp;</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
519621db-9f47-4c27-a0c7-f56a8718dc6c,None,4c31625e-ea78-11e9-8bc4-0242ac130002,"<p>Bajracharya, Manik, and Axel Michaels, eds. <em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1-2. 3 vols. Kathmandu: Himal Books, 2016.<strong><em>&nbsp;</em></strong>13.275 and 19.3.10-11</p>

<p>Deva, Krishna.&nbsp;<em>Images of Nepal</em>. Archaeological Survey of India. New Delhi, 1984. pp.&nbsp;40-57</p>

<p>Gutschow, Niels.&nbsp;<em>Architecture of the Newars: A History of Building Typologies and Details in Nepal</em>. Vol. 3. 3 vols. Chicago: Serindia Publications, 2011.</p>

<p>Gutschow, Niels, and Bijay Basukala. &lsquo;Patan. Documentation of Phalchas and Arcaded Ground Floors&rsquo;. Patan, Nepal, 1990.</p>

<p><!--?xml version=""1.0""?--></p>

<p>Lamsāla, Devīprasāda, ed. <em>Bhāṣā Vamśāvalī</em>. Vol. 2. Purātattva Prakāśanamālā 38. Kathmandu: Nepal National Library, 2023.</p>

<p>Pruscha, Carl, ed.&nbsp;<em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975. p.122</p>

<p>Shrestha, Sukra Sagar. &lsquo;Tusā Hiti&rsquo;.&nbsp;<em>Ancient Nepal</em>, 1996, 1&ndash;10. pp. 3; 8-10</p>

<p>&nbsp;</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
477490aa-e8d4-4baf-b92e-729f95a57b01,None,4db3bfb2-eefd-11e9-8bc4-0242ac130002,"<p><!--?xml version=""1.0""?-->Danish Nepal Group. <em>Bungmati 1968: A Survey by Danish Architect Students</em>. Edited by J&oslash;rgen Rahbek et al., 2015.</p>

<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
7a343841-c7b5-450a-adcd-838239c03efd,None,4db72ccc-e6c6-11e9-b125-0242ac130002,"<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
ce3cdc37-2216-48bc-9478-135db88bf57d,None,4dc008cc-64c1-42da-9518-9646c65ab630,"<p>Andolfatto, David C.&nbsp;<em>Le Pays aux Cent-Vingt-Cinq-Mille Montagnes. Etude Arch&eacute;ologique du Bassin de la Karnali (N&eacute;pal) entre le XIIe et le XVIe si&egrave;cle</em>. Paris: Sorbonne University, 2019.</p>

<p>Sharma, Dilli Raj.&nbsp;<em>Heritage of Western Nepal. Art and Architecture</em>. Kathmandu:&nbsp;Centre for Nepal and Asian Studies, 2012.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
959b321e-5859-44ef-94f2-7bdf14cdff6e,None,4df05f74-e5e0-11e9-b125-0242ac130002,"<p>Gutschow, Niels, and Bijay Basukala. &ldquo;Patan. Documentation of Phalchas and Arcaded Ground Floors.&rdquo; Patan, Nepal, 1990.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
f1a7aa82-ec04-42a5-9169-3bbc61ae8c88,None,4e0709f7-c313-4a8c-ae18-d3ca0d994713,"<p>Andolfatto, David C.&nbsp;<em>Le Pays aux Cent-Vingt-Cinq-Mille Montagnes. Etude Arch&eacute;ologique du Bassin de la Karnali (N&eacute;pal) entre le XIIe et le XVIe si&egrave;cle</em>. Paris: Sorbonne University, 2019.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
730d8564-33bf-4ba5-9ada-00658b3cb277,None,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,"<p>Locke, John Kerr.&nbsp;<em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985. pp.&nbsp;205-8.</p>

<p>Oldfield, H.A.&nbsp;<em>Sketches from Nepal</em>. Kathmandu: Sahayogi Press, 1987.</p>

<p>Sinclair, Iain. &lsquo;Hymns and Mantras Used in a Buddhist Procession of Lalitpur&rsquo;.&nbsp;<em>Paleswā̃ (Journal of Lotus Research Centre)</em>&nbsp;26 (2010): 25&ndash;42.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
96bb7fb5-740d-4345-82ba-5af71fc5b8b1,None,4ed2374c-e846-11e9-8bc4-0242ac130002,"<p><!--?xml version=""1.0""?--></p>

<p>Bajracharya, Manik, and Axel Michaels, eds. <em>Nepālikabhūpavaṃśāvalī: History of the Kings of Nepal: A Buddhist Chronicle</em>. Vol. 1&ndash;2. 3 vols. Kathmandu: Himal Books, 2016.</p>

<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
d7600c77-caa4-417a-8877-cadf028a191f,None,4eeb757c-5fc4-11ea-8083-0242ac130006,"<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
e0628f6b-0420-440b-857e-1dc03b03e973,None,4f116514-0102-11ea-8f3c-0242ac130002,"<p><!--?xml version=""1.0""?-->Bangdel, Lain Singh. <em>Inventory of Stone Sculptures of the Kathmandu Valley</em>. Royal Nepal Academy, 1995.</p>

<p>Vajrācārya, Dhanavajra, and Kamal P. Malla. <em>The Gopālarājavaṃśāvalī</em>. Franz Steiner, 1985.</p>

<p><em>Guṭhī Saṃsthāna Svarṇa Jayantī Samāpana Varṣa 2071 Smārikā</em>. Guṭhī Saṃsthāna, VS 2071.</p>

<p>Jośī, Harirāma. <em>Abhinava saṃskriti koṣa</em>. Jośī Research Institute, 2058.</p>

<p>Jośī, Suvarṇarāma. <em>Srī Bhṛṅgāreśvara Mahādevako itihāsa tathā mahimāko adhyayana</em>. Srī Bhṛṅgāreśvara Mahādeva Sudhāra Tathā Vṛddha Sevā Samiti, 2069.</p>

<p>Pruscha, Carl, editor. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. 1st and 2nd, vol. 1, Anton Schroll, Vajra Publications (reprint), 1975.</p>

<p>Vajrācārya, Dhanavajra. <em>Licchavikālakā Abhilekha: Anuvāda, Aitihāsika Vyākhyāsahita</em>. Nepāla ra Eśiyālī Adhyayana Saṃsthāna, TU, 2030.</p>

<p>Vajrācārya, Dhanavajra. <em>Madhyakālakā Abhilekha</em>. Nepāla ra eśiyālī anusandhāna kendra, 2056.</p>

<p>Yogī, Devinātha, editor. <em>Devamālā Vaṃśāvalī</em>. Śūraśaṃśera Ja.Ba.Rā, 2013.</p>",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
2a5a7c13-903e-4054-88c0-344d23c0e267,None,4fbe0748-3653-4e38-a86d-1627db252297,"<p>Andolfatto, D. C. 2019.&nbsp;<em>Le Pays aux Cent-Vingt-Cinq-Mille Montagnes. Etude Arch&eacute;ologique du Bassin de la Karnali (N&eacute;pal) entre le XIIe et le XVIe si&egrave;cle</em>. Paris: Sorbonne Universit&eacute;.</p>

<p>Pokharel, Bishwo K. C.&nbsp;<em>Kīrtikhamba</em>. Kathmandu:&nbsp;Prakāśka, 2011.</p>

<p>Sharma, Dilli Raj.&nbsp;<em>Heritage of Western Nepal. Art and Architecture</em>. Kathmandu:&nbsp;Centre for Nepal and Asian Studies, 2012.</p>

<p>Tucci, Giuseppe. 1956.&nbsp;Preliminary Report On Two Scientific Expeditions in Nepal. Rome:&nbsp;Istituto Italiano per il Medio ed Estremo Oriente.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
a7da8895-f679-4e08-955b-75044d6d7876,None,50e6b167-1959-4ce9-a9d4-1800e7273a52,"<p><!--?xml version=""1.0""?--><!--?xml version=""1.0""?-->Herdick, Reinhard. <em>Kirtipur - Stadtgestalt Prinzipien der Raumordnung und gesellschaftliche Funktionen einer Newar-Stadt</em>. Germany: Weltforum Verlag, 1988.</p>

<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985. https://archive.org/details/BuddhistMonasteriesOfNepalSurveyOfBahasAndBahisOfKathmanduValleyByJohnK.Locke.</p>

<p><!--?xml version=""1.0""?-->Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p><!--?xml version=""1.0""?-->Shokoohy, Mehrdad, and Natalie H. Shokoohy, eds. <em>Kirtipur: An Urban Community in Nepal- Its People, Town Planning, Architecture and Art</em>. South Asian Series. London: Araxus, 1994.</p>

<p><!--?xml version=""1.0""?-->Śukrasāgara, Śreṣṭha. <em>Kīrtipurko Sāṃskritika r Purātāttvika Itihāsa</em>. Kirtipur: Center for Nepal and Asian Studies, 2057.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
3c96cf98-6c8c-4273-b83b-b2400330cc5f,None,50e8eedc-eb42-11e9-8bc4-0242ac130002,"<p>Gutschow, Niels, and Bijay Basukala. &lsquo;Patan. Documentation of Phalchas and Arcaded Ground Floors&rsquo;. Patan, Nepal, 1990.</p>

<p>Locke, John Kerr.&nbsp;<em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Sahayogi Press, 1985.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
c43c6473-a0c8-4421-a85d-445ba132a256,None,51d9d5da-4ceb-11ea-8083-0242ac130006,"<p>Locke, John Kerr. <em>Buddhist Monasteries of Nepal: A Survey of the Bahas and Bahis of the Kathmandu Valley</em>. Kathmandu: Sahayogi Press, 1985.</p>

<p>Pruscha, Carl, ed. <em>Kathmandu Valley: The Preservation of Physical Environment and Cultural Heritage, Protective Inventory</em>. Vol. 2. Vienna: Anton Schroll, 1975.</p>

<p><!--?xml version=""1.0""?-->Śākya, Buddhācārya. <em>Buṅgadyaḥ</em>. Patan: Pūrṇacandra Śarmā, n.d.</p>
",0,,b97cb40c-9ee8-11e9-ac4b-0242ac120006
