tileid,parenttile_id,resourceinstance_id,Object name,Object image,Object image caption,object short description,Object identification number,sortorder,provisionaledits,nodegroup_id
aa726e42-5cc3-48bb-9559-e1c9831426f4,2b80c68b-2d38-4092-819f-ef3c9fade65e,18f9e792-3138-11ea-b242-0242ac130002,Mahākāla,/files/uploadedfiles/LAL0541-003_P_20200107_01.jpg,"<p>Khvāya Bahī Cidhaṅgu, Mahākāla, view from S (January 2020)&nbsp;</p>",,LAL0541-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
bcc5592e-1dfc-4fbd-94f5-a9616996d398,c91cabd8-9e57-4511-b24d-7ed51af70d0e,18f9e792-3138-11ea-b242-0242ac130002,Hanumān,/files/uploadedfiles/LAL0541-004_P_20200105_01.jpg,"<p>Khvāya Bahī Cidhaṅgu, Hanumān, view from S (January 2020)&nbsp;</p>",,LAL0541-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
01ebde8a-b5a4-43b4-bdf4-712276d3fc44,ec11ab90-5132-4c5a-81a3-d3017c74aa62,18f9e792-3138-11ea-b242-0242ac130002,Maitreya,/files/uploadedfiles/LAL0541-001_P_20200107_01.jpg,"<p>Khvāya Bahī Cidhaṅgu, Maitreya, view from E (January 2020)</p>",<p>Maitreya Buddha in a&nbsp;<em>bhaviṣyavyākaraṇa</em> posture. The statue&#39;s&nbsp;right hand is performing a gesture of&nbsp;<em>varada</em> (suggesting&nbsp;boon-granting) whilst its left hand performs&nbsp;<em>abhaya</em> (a gesture for the removal of fear).</p>,LAL0541-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
478d7fc0-3ca4-4282-8e06-395656b9a0a8,11a1fa7f-f06a-4342-b0bc-78042cbf4bbf,1a039922-09eb-11ea-8a1c-0242ac130002,Stone statue of Sarasvatī,/files/uploadedfiles/LAL4174-001_P_20190131_01.jpg,"<p>Sarasvatī Phalcā, statue of Sarasvatī, view from S (January 2019)&nbsp;</p>
","<p>A stone statue of&nbsp;Sarasvatī is attached to the southern wall of the Phalcā. The niche in which she is located is decorated with a carved wooden frame. The four-handed goddess stands with&nbsp;a rosary in&nbsp;her upper right hand whilst her lower right&nbsp;hand performs the&nbsp;<em>varada</em> gesture. She is holding a book and a hook in her upper left&nbsp;and lower left&nbsp;hands&nbsp;respectively.</p>
",LAL4174-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
b6577109-1013-4370-947e-d54e69c9041b,96a5121f-7f66-4940-ae39-63bedd49ae69,1a0a8ea8-eff1-11e9-a3c8-0242ac130002,Prayer wheel (māne),/files/uploadedfiles/BUN4006-001_P_20191013_01.jpg,"<p>Dhvākhā Phalcā, māne, view from W (October 2019)&nbsp;</p>
","<p>This prayer wheel (māne)&nbsp;has been installed&nbsp;at the southern corner of the Phalcā and is&nbsp;located to the east.</p>
","BUN4006-001
",0,,4b849918-9eea-11e9-8b93-0242ac120006
68c850ee-b317-4229-a968-a30867314c60,e06bf130-5b2b-440a-b308-96ee1f7af740,1a16c05c-ee04-4441-a90c-a9177408fb98,"Sanjyalbādā Devala, memorial pillar,",/files/uploadedfiles/SIJ0340-003_H_20140903_01.jpg,"<p>Sanjyalbādā Devala, memorial pillar, view from west; photo by David C. Andolfatto; 2014-09-03</p>
",,SIJ0340-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
d0e5b533-2339-4bfe-bd50-072f2c6fc23c,e926261a-8f50-4d3e-9cbd-ddd992d50789,1a16c05c-ee04-4441-a90c-a9177408fb98,"Sanjyalbādā Devala, northern śikhara",/files/uploadedfiles/SIJ0340-001_H_20140903_01.jpg,"<p>Sanjyalbādā Devala, northern <em>śikhara</em>, view from south-west; photo by David C. Andolfatto; 2014-09-03</p>
","<p>The two <em>āmalaka</em> rings on top of the <em>śikhara </em>are placed directly on top of each other.</p>
",SIJ0340-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
7c4f1781-6c5c-45db-bf3a-56af60ad2c9d,967f4f9f-c801-4047-8aa6-367063e05bab,1a16c05c-ee04-4441-a90c-a9177408fb98,"Sanjyalbādā Devala, southern śikhara",/files/uploadedfiles/SIJ0340-002_H_20140903_01.jpg,"<p>Sanjyalbādā Devala, southern&nbsp;<em>śikhara</em>, view from north-west; photo by David C. Andolfatto; 2014-09-03</p>
",,SIJ0340-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
1a1fec18-78da-11ea-a71c-0242ac130006,1a1fa67c-78da-11ea-a71c-0242ac130006,1a1afb9a-78da-11ea-a71c-0242ac130006,,/files/uploadedfiles/LAL1271-005_P_20190623_01.jpg,"<p>Taleju Mandira South, the <em>toraṇa</em> after restoration, view from N; photo by Thomas Schrom; 2019-06-23</p>
",<p>Twelve statues attached to the toraṇa were stolen in the early 1970s. A group of local artists fabricated replicas of all 12 statues based on historic photographs by Bannerjee and Mary Slusser.&nbsp;They were made in the tarditional lost wax casting process and fire-gilt.</p>,LAL1271-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
1a2a423a-78da-11ea-a71c-0242ac130006,1a1f5cee-78da-11ea-a71c-0242ac130006,1a1afb9a-78da-11ea-a71c-0242ac130006,,/files/uploadedfiles/LAL1271-004_P_20190623_01.jpg,"<p>Taleju Mandira South, the golden door after restoration, view from N; photo by Thomas Schrom; 2019-06-23</p>
","<p>Missing pieces of the gilt copper cladding were replaced and two new lions, supporting the columns, fabricated. Newly added metal parts were covered with gold leaf rather than fire-gilt.</p>",LAL1271-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
1a1ec8d8-78da-11ea-a71c-0242ac130006,1a1e83dc-78da-11ea-a71c-0242ac130006,1a1afb9a-78da-11ea-a71c-0242ac130006,,/files/uploadedfiles/LAL1271-003_P_20190623_01.jpg,"<p>Taleju Mandira South, Yamunā after restoration, view from N; photo by Thomas Schrom; 2019-06-23</p>
",<p>The water goddess Yamunā&nbsp;guards the shrine&#39;s entrance.</p>,LAL1271-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
1a277000-78da-11ea-a71c-0242ac130006,1a1e3d50-78da-11ea-a71c-0242ac130006,1a1afb9a-78da-11ea-a71c-0242ac130006,,/files/uploadedfiles/LAL1271-002_P_20190623_01.jpg,"<p>Taleju Mandira South, Gaṅgā after restoration, view from N; photo by Thomas Schrom; 2019-06-23</p>
","<p>The water goddess Gaṅgā&nbsp;is standing on her vehicle, the crocodile (<em>m</em><em>akara</em>) in a crossed-leg position.&nbsp;She holds a <em>jvālānhāyk&atilde;</em> (a mirror) in her left hand whilst performing the gesture of&nbsp;<em>abhaya</em> and holds a lotus flower with her right hand.</p>",LAL1271-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
6133acdd-0928-4e5b-9622-28943739c126,ad242e57-40b4-4b98-ae57-4c411960e264,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Dharmadhātu Maṇḍala 1,/files/uploadedfiles/LAL2260-002_P_20190416_01.jpg,"<p>Oku Bāhāḥ, Dharmadhātu Maṇḍala 1, view from E; photo by Nashib Kafle; 2019-04-16</p>
","<p>The octagonal <em>maṇḍala&nbsp;</em>is surmounted by a&nbsp;<em>vajra</em>. The upper part of the <em>maṇḍala</em> is covered by a brass plate.</p>
",LAL2260-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
9c57ef66-8678-497e-a16e-8fefe53b8884,04a8731e-48b6-496f-940b-1eb5d00c6533,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Stone Pillar,/files/uploadedfiles/LAL2260-004_P_20190416_02.jpg,"<p>Oku Bāhāḥ, stone pillar, view from SE; photo by Nashib Kafle; 2019-04-16</p>
","<p>Before the current one was installed, there was a wooden pillar at this&nbsp;place. In NS 996, Kabibāhāḥ Devaju replaced the&nbsp;worn-out wooden pillar with this&nbsp;stone one. On top of it, he&nbsp;fixed a metal statue of a lion holding a flag.</p>
",LAL2260-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
6ac9188c-410a-4a90-b01f-edbd43539194,dc3a278c-b902-4d37-b03f-ffb5b9845c43,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Statue of Lohãmaṇi Āḥju,/files/uploadedfiles/LAL2260-003_P_20190416_02.jpg,"<p>Oku Bāhāḥ, statue of Loh&atilde;maṇi Āḥju, view from SW; photo by Nashib Kafle; 2019-04-16</p>
","<p>A legend about Loh&atilde;maṇi Āḥju (who is also called Ratnamuni Śākya, and was alive around 300 years ago), a member of Oku Bāhāḥ, has come&nbsp;into the local community. According to this legend,&nbsp;he found a golden jackfruit flowing on the Lũkhusi river, and offered this jackfruit to the Buddha statue at Lagankhel.&nbsp;A small statue of eight-handed Ma&ntilde;juśrī has been placed in front of the statue of Loh&atilde;maṇi.</p>
",LAL2260-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
5266998f-7d4d-4353-95f8-d29b1f55777e,1f29840f-4709-4c68-a254-caa06ae3cd9e,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Aśoka Caitya,/files/uploadedfiles/LAL2260-001_P_20190416_03.jpg,"<p>Oku Bāhāḥ, Aśoka Caitya, view from NW; photo by Nashib Kafle; 2019-04-16</p>
","<p>This <em>caitya</em> is covered in a gilded metal sheet that runs from the dome to pinnacle. Small prayer wheels surround&nbsp;it.</p>
",LAL2260-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
9df2de9e-8115-43cf-8752-b15bd369fc27,ccf29459-e280-45c9-9fe7-361310948e71,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Statue of Lion 1 and 2,/files/uploadedfiles/LAL2260-012_P_20190416_01.jpg,"<p>Oku Bāhāḥ, statue of Lion 1, view from N; photo by Nashib Kafle; 2019-04-16</p>
","<p>Two statues of sitting lions were installed in&nbsp;the courtyard of the <em>vihāra</em>. The statues seem to have been heavily influenced by European art. There is no inscription.</p>
",LAL2260-012,0,,4b849918-9eea-11e9-8b93-0242ac120006
51f89a2a-4b3d-4c50-9678-53d681541dbc,97a150dd-cc24-4980-99fa-83931e16d141,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Śārdūla statues 1 and 2,/files/uploadedfiles/LAL2260-009_P_20190416_01.jpg,"<p>Oku Bāhāḥ, Śārdūla statue 1, view from N; photo by Nashib Kafle; 2019-04-16</p>
","<p>A pair of statues of&nbsp;<em>śārdūla,&nbsp;</em>donated by Harṣarāja Śākya of Nhū Bāhāḥ, have been installed on either side of the entrance to the sanctum.</p>
",LAL2260-009,0,,4b849918-9eea-11e9-8b93-0242ac120006
6eeeccf0-8e38-41cb-90a9-4b64b689f973,b941e919-12cb-4372-a584-fddb503bb59f,1a7f3f24-ec12-11e9-8bc4-0242ac130002, Dharmadhātu Maṇḍala 3,/files/uploadedfiles/LAL2260-006_P_20190416_01.jpg,"<p>Oku Bāhāḥ, Dharmadhātu Maṇḍala 3, view from E; photo by Nashib Kafle; 2019-04-16</p>

<p>&nbsp;</p>
",,LAL2260-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
ea1be575-baa3-4fd2-85b6-273cb2702e9b,1981291c-f236-4c92-9a87-563bef819bf3,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Statue of Juddha Śamśera,/files/uploadedfiles/LAL2260-008_P_20190416_01.jpg,"<p>Oku Bāhāḥ, statue of Prime Minister Juddha Śamśera, view from E; photo by Nashib Kafle; 2019-04-16</p>
","<p>This&nbsp;statue of Juddha Śamaśera Rāṇā is located at the western corner of the courtyard. He collected&nbsp;funds for the renovation of the <em>bāhāḥ</em> after it was damaged in the 1934 earthquake. &nbsp;<em>Śrī 3 Ajarāmaraṇa Mahārāja </em>is inscribed on the belt of the statue; this is the&nbsp;title of Juddha Śamaśera. In his right hand, he holds&nbsp;a metal sheet upon&nbsp;which the words &#39;<em>aparamitā dhāraṇī&#39;</em>&nbsp;have&nbsp;been inscribed.</p>
",LAL2260-008,0,,4b849918-9eea-11e9-8b93-0242ac120006
96f07c8a-cbaf-480c-a7e8-6228b557e8de,1a26c8d4-83c0-488e-b67d-82c21c6fbc29,1a7f3f24-ec12-11e9-8bc4-0242ac130002, Dharmadhātu Maṇḍala 2,/files/uploadedfiles/LAL2260-005_P_20190416_02.jpg,"<p>Oku Bāhāḥ, Dharmadhātu Maṇḍala 2, view from E; photo by Nashib Kafle; 2019-04-16</p>
","<p>The octagonal Maṇḍala is surmounted by a&nbsp;<em>vajra</em>.</p>
",LAL2260-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
ee461b82-f7f2-4a83-b698-18313a3e99a3,c703a847-55c0-4cc9-8799-e9b3dd54f597,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Aṣṭakoṇākṛti Caitya,/files/uploadedfiles/LAL2260-007_P_20190416_02.jpg,"<p>Oku Bāhāḥ, Aṣṭakoṇākṛti Caitya, view from E; photo by Nashib Kafle; 2019-04-16</p>
","<p>The upper part of the <em>caitya</em> (above the&nbsp;<em>vedikā</em>) is constructed in an octagonal shape and contains images of Bodhisattva. A&nbsp;<em>nāga&nbsp;</em>and a row of lotus petals have been placed on top of it. There are statues of Buddha at each of the&nbsp;four sides, and images of Tārā have also been placed above the row of lotus petals.&nbsp;</p>
",LAL2260-007,0,,4b849918-9eea-11e9-8b93-0242ac120006
55686d76-5fe7-4750-a55f-8b854da3772a,a9a7e4d1-967c-4853-b15c-8b892af92a93,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Mahākāla,/files/uploadedfiles/LAL2260-013_P_20190416_01.jpg,"<p>Oku Bāhāḥ, statue of Mahākāla, view from N; photo by Nashib Kafle; 2019-04-16</p>
","<p>Two-armed Mahākāla holding&nbsp;<em>kartṛ</em>,&nbsp;<em>kapālapātra&nbsp;</em>and&nbsp;<em>khaṭvāṅga</em>. This statue was installed&nbsp;at the south-east corner of the Mahākāla Phalcā.</p>
",LAL2260-013,0,,4b849918-9eea-11e9-8b93-0242ac120006
234f7e67-606c-405d-a740-cd13c7cda092,8d5f55f5-d706-4d5b-8b41-9e713ef5f5bc,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Bvasala statues 1 and 2,/files/uploadedfiles/LAL2260-011_P_20190416_01.jpg,"<p>Oku Bāhāḥ, Bvasala statue 1, view from N; photo by Nashib Kafle; 2019-04-16</p>
","<p>A pair of statues of standing horses with a horn&nbsp;donated by Īśvararāja Śākya. These&nbsp;were installed&nbsp;on either side of the entrance to the sanctum.</p>
",LAL2260-011,0,,4b849918-9eea-11e9-8b93-0242ac120006
62b71eb9-e5a7-4136-a75f-0471a361d15b,7cade448-dd0a-439f-a110-a1e24462fe38,1a7f3f24-ec12-11e9-8bc4-0242ac130002,Garuḍa statues 1 and 2,/files/uploadedfiles/LAL2260-010_P_20190416_01.jpg,"<p>Oku Bāhāḥ, Garuḍa statue 1, view from N; photo by Nashib Kafle; 2019-04-16</p>
","<p>Two&nbsp;statues of sitting Garuḍas donated by Śubharatna Śākya of Oku Bāhāḥ. These were&nbsp;installed on either side of the entrance to the sanctum.</p>
",LAL2260-010,0,,4b849918-9eea-11e9-8b93-0242ac120006
483a80f9-8742-440a-9432-c0e1cb9026e8,5a6a720e-45a7-4397-a440-28247b90c5ef,1b800023-3ea3-48df-b4ac-c2fae7966360,"Bhurtī Ekledevala 3, stone lion",/files/uploadedfiles/DLK0018-001_H_20140924_01.jpg,"<p>Bhurtī Ekledevala 3, stone lion, view from east; photo by David C. Andolfatto; 2014-09-24</p>
","<p>This stone lion, found lying in the ground near the temple, may have been installed on top of a temple&#39;s pediment, or in front of a door.</p>

<p>It evokes similar sculptures placed on temples&#39; pediments in Uttarakhand.</p>

<p>It was visibly &#39;repaired&#39; with cement.</p>
",DLK0018-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
9dab1bee-d036-43de-a973-8a7ceca19087,124019b3-41aa-44e4-afe7-098c14855f45,1cfe28d3-c6cb-4d26-8f94-f3e189e7a502,Traditional gate,/files/uploadedfiles/SOL0120-001_P_20210502_01.JPG,"<p>Junbesi Manor, traditional gate, view from W; photo by Thomas Schrom;&nbsp;2021-05-02</p>
",,SOL0120-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
93852011-c0b6-4c00-9445-2a72a260392d,9ad5a90f-ce41-4608-9f19-2c588b93f667,1d95833c-6cbe-4f96-be3c-fad253fe5f27,"Bhurtī group of three śikharas, central śikhara",/files/uploadedfiles/DLK0014-001_H_20140924_01.jpg,"<p>Bhurtī group of three <em>śikharas</em>, central <em>śikhara</em>, view from west; photo by David C. Andolfatto; 2014-09-24</p>
","<p>Markings in red indicate that the temple was dismantled and rebuilt. Cement seems to have been used as mortar.</p>
",DLK0014-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
a26e3584-3263-4dde-8899-c6270e8372c6,94f9d082-8b00-4aec-a730-7e8a6f2ea034,1d95833c-6cbe-4f96-be3c-fad253fe5f27,"Bhurtī group of three śikharas, southern śikhara",/files/uploadedfiles/DLK0014-002_H_20140924_01.jpg,"<p>Bhurtī group of three <em>śikharas</em>, southern&nbsp;<em>śikhara</em>, view from north-west; photo by David C. Andolfatto; 2014-09-24</p>
",,DLK0014-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
518741d0-d8b8-412d-a8b9-b14db917d0d2,f8d39c63-d11f-4e59-9394-cb14c09378d1,1d95833c-6cbe-4f96-be3c-fad253fe5f27,"Bhurtī group of three śikharas, northern śikhara",/files/uploadedfiles/DLK0014-003_H_20140924_01.jpg,"<p>Bhurtī group of three <em>śikharas</em>, northern&nbsp;<em>śikhara</em>, view from south-west; photo by David C. Andolfatto; 2014-09-24</p>
",,DLK0014-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
a5e4e285-3f72-417b-8af0-0f7d9bc13633,26e0c9e8-8291-4773-aebc-7751e457af87,1e2335a0-f62a-11e9-a3c8-0242ac130002,"Gaṇeśa, Siddhilakṣmī, Kumārī Shrine",/files/uploadedfiles/LAL0280-003_P_20190925_01.jpg,"<p>Agnimaṭha, aniconic stones worshipped as Gaṇeśa, Siddhilakṣmī and Kumārī, view from E (September 2019)&nbsp;</p>
",,LAL0280-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
8b68b93a-7bda-43f8-aa8b-465790e7e522,1332322d-0b3d-4564-8a03-bd84055e871c,1e2335a0-f62a-11e9-a3c8-0242ac130002,Viśvakarmā Shrine,/files/uploadedfiles/LAL0280-004_P_20190925_01.jpg,"<p>Agnimaṭha, Viśvakarmā shrine, view from S (September 2019)&nbsp;</p>
","<p>A Viśvakarmā shrine has been established to the north of Agnimaṭha. There is no statue in it, only an empty niche.&nbsp;</p>
",LAL0280-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
caae37ef-d3a9-4660-8ed3-dec2f2877e8b,ec7f47f9-f7b4-48c4-94ef-0562996fec9c,1e2335a0-f62a-11e9-a3c8-0242ac130002,Agnihotrī Nivāsa,/files/uploadedfiles/LAL0280-002_P_20190929_01.jpg,"<p>Agnimaṭha, residence of the priest (<em>agnihotṛnivāsa</em>), view from E (September 2019)&nbsp;</p>
","<p>There is a two-storied Agnihotrī Nivāsa (house of Agnihotrī)&nbsp;to the west of the Agnimaṭha premises. This house was built during the time of Visvajvālānanda Rājopādhyāya (Śreṣṭha 2013, 13) for&nbsp;Agnihotrī Brahmin couples. However, since it was impractical for couples to&nbsp;leave their own house and live in the Nivāsa it was used&nbsp;to house them&nbsp;only whilst they performed the&nbsp;daily worship. Nowadays, the Nivāsa is used during some special worships, feasts&nbsp;and other religious activities.&nbsp;&nbsp;</p>
",LAL0280-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
34d1182b-7ed1-4451-99a4-6d49e0160889,e8c84191-9eac-408f-9067-d545094a71fa,1e2335a0-f62a-11e9-a3c8-0242ac130002,Varūṇa Vṛkṣa (scientific name: crateva religiosa),/files/uploadedfiles/LAL0280-005_P_20190925_01.jpg,"<p>Agnimaṭha, Varūṇa tree, view from S (September 2019)&nbsp;</p>

<p>&nbsp;</p>
","<p>A Varūṇa tree&nbsp;is a tree that grew from&nbsp;a stick that was buried by Brahmins who were on their way from Maṇicūḍa to perform fire rituals. Among the 14&nbsp;Varūṇa trees&nbsp;in the <em>maṭha</em><em><em>&#39;s</em>&nbsp;</em>premises, one of them has grown out of the Maṭha wall. Although the tree obstructs the way, it is believed that it shoud not be cut at all.&nbsp;Passerbys must therefore make their way around the tree. A legend tells&nbsp;that during the Rana period a Rana arrived on a horse and was frustrated by the tree. As such, he made someone cut it.&nbsp;However, the <em>khukūrī</em>&nbsp;which was used to cut it broke and blood began to pour&nbsp;out of the tree. After a week, both the Rana and the person who atempted to cut the tree passed away. Since then,&nbsp;the tree has been left in peace. The priests of the Maṭha claim that the tree is 4,500 years old&nbsp;(<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/AQ8X5NGG"" target=""_blank"">Śreṣṭha B.</a>&nbsp;</strong> 2007, 27). Every year,&nbsp;the trees flower and produce&nbsp;<em>amalā </em>sized fruits. It is belived that Brahmins would once accept the fruit and meditate for many months.&nbsp;</p>
",LAL0280-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
a908853f-5371-4048-ab43-f8956490921b,f12ff8a8-c3b9-41a9-bce9-2c992cedbeb6,1e2335a0-f62a-11e9-a3c8-0242ac130002,Jaḥrũhiti,/files/uploadedfiles/LAL0280-001_P_20190929_01.jpg,"<p>Agnimaṭha, <em>jaḥrũhiti</em>, view from E (September 2019)</p>
","<p>There is an unused&nbsp;<em>jahṛũhiti </em>in front of the main entrance of&nbsp;Agnimaṭha. The <em>hiti</em> displays&nbsp;images of the sun-moon, snakes and fire. Previously the water from the <em>hiti</em>&nbsp;was used for worship and cleaning the <em>maṭha</em>. In 1964, however,&nbsp;the municipality provided a water tank for the <em>maṭha</em>&nbsp;and the&nbsp;<em>hiti&nbsp;</em>fell into disuse.</p>
",LAL0280-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
a2bf9137-f475-40cd-93aa-a31f6e608139,528eba6e-4064-4ffd-87de-75967641ca67,1e4bfd8c-dc8a-11e9-81a8-0242ac140006,Śvetabhairava,/files/uploadedfiles/LAL0100-rph018-2018_723uslj.jpg,"<p>Śvetabhairava Mandira, domed Bhairava shrine, view from W; photo by Nashib Kafle; 2018-10-21</p>
","<p>Domed Bhairava shrine at the southeastern side of the Śvetabhairava Temple at Ikhalakhu with a Bhairava painting believed to be a replica of Ṭīkābhairava, with three stone lotuses in the threshold and a lotus pattern in the ceiling. All portals at the sides are closed with stone imitations.</p>
",LAL0100-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
a755dc91-6228-4de6-8b26-b90352e5c716,3d06643a-49f1-4f4a-820d-1287cec770f7,1e4bfd8c-dc8a-11e9-81a8-0242ac140006,Umāmaheśvara statue,/files/uploadedfiles/LAL0100-rph016-2018_b41bQZF.jpg,"<p>Śvetabhairava Temple, statue of Umāmaheśvara placed outside the temple; photo by Nashib Kafle; 2018-10-21</p>
","<p>A small statue of Umāmaheśvara at the northwestern side of the Śvetabhairava temple. The inscription indicates that it was donated by Siddhirājadeva.</p>
",LAL0100-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
7d9a53b8-6797-4ed4-8dbe-401a45e4b096,8d9abf1f-6051-4570-bb76-cade8663fc8a,1e4bfd8c-dc8a-11e9-81a8-0242ac140006,Mhadanā vanegu figure,/files/uploadedfiles/LAL0100-rph022-2019_tDeZ9QH.jpg,"<p>Śvetabhairava Temple, <em>mhdana vanegu</em> figure for prostrations in front of the southern side temple, view from S; photo by Nashib Kafle; 2018-10-21</p>
","<p>Stretched anthropomorphic figure on the ground for prostrations</p>
",LAL0100-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
93359e09-f850-49fe-a68b-e8a41ef08cce,b4c63776-5584-43cf-8b02-f54bc3d0fe57,1e4bfd8c-dc8a-11e9-81a8-0242ac140006,Śivaliṅga,/files/uploadedfiles/LAL0100-rph017-2018_3ZICwIQ-1.jpg,"<p>Śvetabhairava Mandira, Śivaliṅga attached to the temple, view from N; photo by Nashib Kafle; 2018-10-21</p>
","<p>Stone <em>liṅga</em> in the ground at the northern side of the Śvetabhairava Temple</p>
",LAL0100-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
e5c2037a-c851-47b4-bcea-b5ea65f0fc31,29e3ca00-40e0-4c59-99f2-3951382f2cd3,1e4bfd8c-dc8a-11e9-81a8-0242ac140006,Kumārī Statue,/files/uploadedfiles/LAL0100-rph019-2018_Oq1Uuxa.jpg,"<p>Śvetabhairava Mandira, Kumārī stone in the ground of the domed Bhairava shrine; photo by Nashib Kafle; 2018-10-21</p>
",,LAL0100-007,0,,4b849918-9eea-11e9-8b93-0242ac120006
0d15c92b-1797-4348-bcad-816f1429259b,9f3c14f0-fb3a-4acf-8fe0-429bcf4fd5ae,1fd94780-2644-42d6-bae5-74e6bdfa2abc,Gaṇeśa,/files/uploadedfiles/LAL0991-001_P_20210407_03.JPG,"<p>Ālko Gaṇeśa Mandira, Gaṇeśa statue in the sanctum, view from SW; photo by Thomas Schrom; 2021-04-07</p>
",,LAL0991-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
c32b436d-a501-436e-a60f-fb87f92edbbc,2ad73663-5c12-409e-a845-43bfb2c6a035,1fd94780-2644-42d6-bae5-74e6bdfa2abc,Uniconic stone,/files/uploadedfiles/LAL0991-004_P_20210407_01.JPG,"<p>Ālko Gaṇeśa Mandira, aniconic stone, view from SE; photo by Thomas Schrom; 2021-04-07</p>
",,LAL0991-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
235b43db-1751-412b-b719-e2d38cc88ee9,e9dc9234-3335-4df5-ac48-716005e17d75,1fd94780-2644-42d6-bae5-74e6bdfa2abc,Uniconic stone,/files/uploadedfiles/LAL0991-005_P_20210407_01.JPG,"<p>Ālko Gaṇeśa Mandira, aniconic stone, view from NW; photo by Thomas Schrom; 2021-04-07</p>
",,LAL0991-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
4880fa80-edff-4cd1-baba-edd7dfba0f28,99601e69-9850-4c20-911b-65974af2c24c,1fd94780-2644-42d6-bae5-74e6bdfa2abc,Nandi (bull),/files/uploadedfiles/LAL0991-006_P_20210407_01.JPG,"<p>Ālko Gaṇeśa Mandira, Nandī statue&nbsp;(bull), view from N; photo by Thomas Schrom; 2021-04-07</p>
",,LAL0991-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
884e0732-1c4d-4462-83b2-dad99ff9b346,75853fd2-8beb-4b7b-9011-0b4d588295c8,1fd94780-2644-42d6-bae5-74e6bdfa2abc,Durga,/files/uploadedfiles/LAL0991-002_P_20210407_01.JPG,"<p>Ālko Gaṇeśa Mandira, Durgā statue, view from SW; photo by Thomas Schrom; 2021-04-07</p>
",,LAL0991-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
eb5552ac-8dec-46a2-bebc-89d1ab73a75f,2596fc8c-69bc-4078-88f3-336d19355200,1fd94780-2644-42d6-bae5-74e6bdfa2abc,Uniconic stone,/files/uploadedfiles/LAL0991-003_P_20210407_01.JPG,"<p>Ālko Gaṇeśa Mandira, aniconic stone, view from SE; photo by Thomas Schrom; 2021-04-07</p>
",,LAL0991-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
ef8724eb-a213-405f-b454-d83cd66b7c0f,1c72db78-9883-4a5b-99db-ee4a28d95e00,204170f8-e23a-4811-a8c3-aa77b9a792c6,Statue of Lion(A),/files/uploadedfiles/BAL0001-003_P_20210811-01.jpg,"<p>Mahālakṣmī Mandira, statue of Lion (A), view from NE; photo by Pankaj Nakarmi; 2021-08-11</p>
",,BAL0001-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
