tileid,parenttile_id,resourceinstance_id,social activity description,social activity name,social activities reference types,social activities references,sortorder,provisionaledits,nodegroup_id
831e5e26-f6d6-49ff-9348-b461442ba5d1,9c76de96-de72-4305-8651-4e76cdfdeaad,147f9da8-5a54-438d-b51e-1d473f23b374,"<p>Every year on the 4th day of bright fortnight of Pauṣa, saṅgha bhojana is organized in the bāhāḥ.</p>
",Saṅgha bhojana,,"<p>A saṅgha member of the bāhāḥ from a Vajrācārya caste, male, age 78</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
14f929ef-5343-414a-852a-e7bdc62a7ac0,870bc61f-826a-4f36-b18f-49ca6e0b7ce2,147f9da8-5a54-438d-b51e-1d473f23b374,"<p>Every year on the 3rd day of bright fortnight of Māgha, anniversary worship is organized in the bāhāḥ.</p>
",Anniversary worship (Varṣabandhanapūjā),,"<p>A saṅgha member of the bāhāḥ from a Vajrācārya caste, male, age 78</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
9fcb71d8-7cb5-4e43-99d8-18b1bf4aadee,15f10b20-fc44-4196-99ed-1a6685d47b6c,147f9da8-5a54-438d-b51e-1d473f23b374,"<p>Although there is a separate room for Kumārī in this bāhāḥ, she does not live in this bāhāḥ. Every year from 1st day of bright fortnight of Āśvina (<em>Ghaṭasthāpana</em>) to 9th day of bright fortnight of Āśvina, the Kumārī is brought to this bāhāḥ from the Kumārī Ghara in Kvāthaṇḍau and worshiped.</p>
",Worship of Kumārī,,"<p>A saṅgha member of the bāhāḥ from a Vajrācārya caste, male, age 78</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
0adba9a5-f473-4392-aece-3f81fdae1ec2,623e6d99-17ae-4df7-9ea0-10c092b2805d,147f9da8-5a54-438d-b51e-1d473f23b374,"<p>A special worship is performed in āgama on the 8th and 10th day of the bright fortnight of Āśvina. Similarly, on the 1st day of the month of Vaiśākha, a special worship is performed.</p>
",Worship in āgama,,"<p>A saṅgha member of the bāhāḥ from a Vajrācārya caste, male, age 78</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b3ce40c0-393d-4e98-9748-b2974045eb28,e9f0f85f-de85-4cfd-af41-91ccce813870,147f9da8-5a54-438d-b51e-1d473f23b374,"<p>प्रत्येक वर्ष माघ १ गते मनाइने भक्तपुरको सम्यकमा यस बाहाःमा रहेको दीपंकरको मूर्तिलाई थथु बहीमा लगिन्छ र सम्यक ग्रहण गराइन्छ ।</p>
",Participation in Samyaka,,"<p>A saṅgha member of the bāhāḥ from a Vajrācārya caste, male, age 78</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
3b50258a-78f7-4303-9a12-0e9afc78f064,9ef60dc5-6c90-4215-9e57-bf53bc01745e,14b65b9e-1869-4c2a-b0d4-d013efe48da0,"<p>A <em>guṭhī</em> associated with the Gaṇeśa Temple, situated on the eastern side of the Phalcā, uses the Phalcā for distributing <em>samaybaji. </em>They also use the Phalcā to store all items related to that activity.</p>
",Distribution of samaybaji,,"<p>A local resident from a Maharjana caste, male, age 61</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5c1cf91c-41b6-4e99-9511-1d4c6c5ea6b8,9593a0ae-0e33-4821-9d63-9922fe058f6a,14b65b9e-1869-4c2a-b0d4-d013efe48da0,"<p>On Śrīpa&ntilde;camī (fifth day on the bright half of Māgha), people worship Sarasvatī in the Phalcā and write &#39;wish-names&#39; on its walls. Young children who have just started learning how to write are particularly encouraged to take part in this because the activity is said to bring good luck.</p>
",Worship of Sarasvatī,,"<p>A local resident from a Maharjana caste, male, age 61</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
16949887-bfab-4a2b-9bdd-730f495ece3f,841450a5-9b2a-49fc-8eaf-f3dc719ca905,14b65b9e-1869-4c2a-b0d4-d013efe48da0,"<p>A bonfire is lighted on Śivarātri every year in front of the Lũkhusi Sarasvatī Phalcā&#39;s entrance.</p>
",Śivarātri bonefire,,"<p>A local resident from a Maharjana caste, male, age 61</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
03fb4260-ad90-4d93-b3ab-3b5d0423b4b7,4ba8abeb-164b-47a2-985d-156de675f4f2,14cbeef4-f646-11e9-a3c8-0242ac130002,"<p>This <em>bahī</em> was established before Matsyendranātha arrived&nbsp;in Kathmandu Valley. The Licchavi inscription found on the base of the Buddha statue provides the grounds for this hypothesis. &nbsp;</p>
",Construction of bahī,Local knowledge,"<p>Member of <em>saṅgha</em>, Śākya, male (48)</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2823f23b-d2c1-47f9-9cee-91180acdcb0d,f028bb69-da95-4711-b649-54995f37167f,14cbeef4-f646-11e9-a3c8-0242ac130002,"<p>This <em>bahī</em> is located on the edge of the Lalitpur city old town. <em>Kinūs</em> (female goblins, <em>Kicakanyā </em>in Nepali) used to come to the <em>bahī</em>, as it was situated in a lonely place. This is how the&nbsp;<em>bahī</em> got its name.</p>
",Naming of Bahī,Local knowledge,"<p>Member of <em>saṅgha</em>, Śākya, male (48)</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4010436e-d9cf-42a1-9261-2e75af29c89f,6c77dc6b-ae0d-4596-9f0a-4a17033b430e,14cbeef4-f646-11e9-a3c8-0242ac130002,"<p><em>Saṅgha</em> members living&nbsp;in Dhaugāḥ Bahī perform the&nbsp;daily worship of this <em>bahī</em>.</p>
",Daily worship (nityapūjā),Local knowledge,"<p>Member of <em>saṅgha</em>, Śākya, male, age 48.</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
42fb3baf-7002-4c6a-bbe5-9b5ed1655688,35582e0e-fd94-4956-966e-f9ec5ac48fe7,15217304-e6a8-11e9-b125-0242ac130002,"<p>It is believed that&nbsp;Kopeśvara Mahādeva will bless&nbsp;single and matured men or women who wish to get married&nbsp;when he is faithfully worshipped. &nbsp;</p>
",Marriage,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
9b870a7e-fbc3-4e88-b3c7-1ffe69ed1baa,e54cacf5-a433-4752-878c-17f6947b6662,154297b7-c1ca-4eca-813e-774c28a7f805,"<p>The Mahālakṣmī procession in Balambu takes place on the 10<sup>th</sup> of the dark fortnight of Kārtika. During the procession, one of the metal statues (see the description above) of Gaṇeśa is also carried on a chariot and taken around the city quarters accompanied by traditional Newar music.</p>
",Mahālakṣmī procession and participation of Gaṇeśa,,"<p>Local knowledge: A resident from the Ṭola, Maharjana, male, age 65</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1a74b10b-5ccd-4d5a-9e94-12904028648f,02f4fbd3-ae78-478e-9677-68c31f460375,154297b7-c1ca-4eca-813e-774c28a7f805,"<p>The procession of Gaṇeśa takes place next day after the Gāi Jātrā in Balambu. The local community members invite their friends and relatives for the procession and have a feast.</p>
",Gaṇeṣa procession,,"<p>Local knowledge: A&nbsp;resident from the Ṭola, Maharjana, male, age 65</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
6774ee9c-a09b-449b-9754-007e9a7f6064,2df935a9-f2f1-4d86-9852-311f1c6e2c71,154297b7-c1ca-4eca-813e-774c28a7f805,"<p>The oldest metal statue of Gaṇeśa (see the description above) which is stored inside the Nāsaḥchẽ, is taken out and placed in the sanctum of the Temple during the Mahālakṣmī procession, Sithinakhaḥ, and Dasaĩ festival.</p>
",Exhibition of  Gaṇeśa statue ,,"<p>Local knowledge: A&nbsp;resident from the Ṭola, Maharjana, male, age 65</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
074505f4-6eb8-454d-9d6e-4c9ff1105870,1cbc284b-c1a4-4374-aea1-4209e36341e2,154297b7-c1ca-4eca-813e-774c28a7f805,"<p>On the day of&nbsp;Sithinakhaḥ, a local community from Kisipidi, which lies in the south-western direction of Balambu, offers cooked rice (<em>gva</em><em>ḥ</em><em>jā</em>) to Vajra Gaṇeśa.</p>
",Offering of Gvoḥjā,,"<p>Local Knowledge: A&nbsp;resident from the Ṭola, Maharjana, male, age 65</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
cb09b5f2-7899-4ad0-8653-6cf44e207063,800f84fc-1c59-49fd-8919-371621e70b85,154297b7-c1ca-4eca-813e-774c28a7f805,"<p>Local residents of the Ṭola worship Vajra Gaṇeśa&nbsp;before they start any auspicious activities such as initiation, marriage and the likes.</p>
",Worshipping before auspicious occasions,,"<p>Local Knowledge: A local resident from the Ṭola, Maharjana, male, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1c0979e9-015c-4332-b16b-67fca3010266,cdb5fe17-835b-49df-ba7a-fa91f688fe07,15613d2a-e91b-11e9-b125-0242ac130002,"<p>This Bāhāḥ was established by the Śākyas of Om Bāhāḥ who migrated from Kathmandu to Patan. A Vajrācārya priest was brought from Sankhu to perform its ritual worships.&nbsp;Later, the Śākyas established a separate&nbsp;<em>vihāra</em>&nbsp;together with an <em>Āgaṃchẽ</em> in their own <em>nani</em>. It is not known when or by whom this Bāhāḥ was established. &nbsp;</p>

<p>&nbsp;</p>
",Initial construction of the Bāhāḥ: ,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
eb4e3738-57e1-4939-bc3b-c4babeb33b09,d3392a72-d1a1-49ec-95df-8e91015cb135,15613d2a-e91b-11e9-b125-0242ac130002,"<p>The&nbsp;<em>varṣavardhana pūjā</em>&nbsp;of the Bāhāḥ used to be performed annually on the full moon day of the bright half of the Jyeṣṭha (<em>sithinakhaḥ</em>&nbsp;or&nbsp;<em>Kumāra ṣaṣṭhī</em>).&nbsp;However, both this practice and the daily ritual worship came to an end&nbsp;before 2015.</p>
",Annual and daily ritual worships,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
d0407e9b-d7bd-4ba3-9b6a-55a9421f8c6c,d084e14e-ab9e-4bdb-ac8f-8755cfb852e3,15a0ed8d-f812-482f-98fc-a61b6704b12f,"<p>Nāsaḥdyaḥ Mandira is open&nbsp;only&nbsp;for special worships. For example, the deity is worshipped by community members before they start&nbsp;to learn music, cultural dances, or acting.&nbsp;Once the training is over, it is worshipped again and the students&rsquo; talents are publicly displayed.</p>
",Music Training and Worship of Nāsaḥdyaḥ,,"<p>Local knowledge, a local resident from a Dyaḥlāḥ caste, male, age 62</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
e5dbeeb5-845b-4da2-ac12-dca707f57cd8,0b4b345f-3172-46b7-a988-e39759498015,15acbf64-e9a4-11e9-b125-0242ac130002,"<p>A special worship takes place on the day of Śrīkṛṣṇajanmāṣṭamī and is organized by the Śreṣṭha families.</p>
",Special worship,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4ed78a3e-12e2-4ce1-b230-1f2c3724b21b,2cd15dc0-297a-4856-82f6-c9fe4df5f928,160dcc4f-6d81-421d-9eda-0fb8d248513c,"<p>On the day of Sithinakhaḥ, the sixth day of the bright fortnight of Jyeṣṭha,&nbsp;local residents clean the <em>hiti</em> and worship&nbsp;the spouts.</p>
",Cleaning the Hiti,,"<p>Local knowledge, a local resident from a Dyaḥlāḥ caste, male, age 62</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
f85b4c32-d2e5-4fb0-8970-596b59cbb113,6c5344bb-48c5-46e1-8642-ed7ca533545e,16f8b0dc-e9b1-11e9-8bc4-0242ac130002,"<p>The Guthi Samsthan is responsible for the management of the ritual worship of this&nbsp;temple. The temple has 262-12-2-2&nbsp;<em>ropanī</em>&nbsp;lands to fund its cleaning, as well as other managements and 57-8-0 ropanī lands to fund the playing of music during various festivals. In practice, however, the Samsthan in fact expends far less money on the&nbsp;worship and other activities of the temple.&nbsp;</p>
",Management of the temple,Secondary literature,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/THR6NXEJ/q/guthi"" target=""_blank""><strong>Guthi Samsthan</strong></a> VS 2071</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4be01ffb-09a7-4619-be0e-20838be8872b,3f8c0b69-7268-49b3-bbcc-3e708ac0a859,16f8b0dc-e9b1-11e9-8bc4-0242ac130002,"<p>A&nbsp;<em>pūjā</em>&nbsp;is performed on the 8th day of the bright half of Caitra, which is also Caite Daśaĩ. The Gūthi Samsthan provides two goats and two ducks for the ritual worship.</p>
","Caḥrhe, Punhi and  Sãlhu Pūjā",Secondary literature,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b64e8449-a311-463a-b736-303e00e553b1,7bf5e329-f1d7-42a5-8ce0-7309688b325e,16f8b0dc-e9b1-11e9-8bc4-0242ac130002,"<p>This <em>pūjā</em> is performed on the ninth day of the bright half of Āśvina (the ninth day of Daśaĩ). The Gūthi Samsthan provides&nbsp;two goats and two ducks for this&nbsp;<em>pūjā</em>.</p>
","Caḥrhe, Punhi and  Sãlhu Pūjā",Secondary literature,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/THR6NXEJ/q/guthi"" target=""_blank""><strong>Guthi Samsthan</strong></a> VS 2071</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
9e4c6ff1-13af-4022-a919-f3b9af5de3da,10e98dc2-5f6f-4b09-b2a0-17ee6a7eb6a2,16f8b0dc-e9b1-11e9-8bc4-0242ac130002,"<p>These&nbsp;<em>pūjās</em>&nbsp;are organised every month in the fourteenth day of the bright half of the month, on&nbsp;the full moon day and on the new moon day. The Guthi Samsthan provides eight thousand rupees every month for&nbsp;these&nbsp;<em>pūjās</em>.</p>
","Caḥrhe, Punhi and  Sãlhu Pūjā",Secondary literature,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/THR6NXEJ/q/guthi"" target=""_blank""><strong>Guthi Samsthan</strong></a> VS 2071</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a8615bef-aa1c-4d8d-9131-80859474769d,c0526d49-1667-476f-8b3a-f8432f0a7fad,16f8b0dc-e9b1-11e9-8bc4-0242ac130002,"<p>This is organised every year on the ninth day of the dark half of Māṅsira. The&nbsp;Guthi Samsthan provides six goats and fifteen thousand rupees for this ritual.&nbsp;</p>
",Thāpūjā,Secondary literature,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/THR6NXEJ/q/guthi"" target=""_blank""><strong>Guthi Samsthan</strong></a> VS 2071</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
91742d58-1eed-4b01-b061-6d5139bc26a3,87e72877-3ec5-442e-b33a-de2871437d73,16f8b0dc-e9b1-11e9-8bc4-0242ac130002,"<p><em>Nitya pūjā</em>&nbsp;is performed every morning and&nbsp;<em>āratī</em>&nbsp;in the evening by Raghuvaṃśī Śreṣṭhas. Six Raghuvaṃśīs families take turns to perform&nbsp;<em>pūja</em>. The turn for this is&nbsp;passed down&nbsp;in the bright half of every month. The Guthi Samsthan provides Rs 500 on a monthly basis for the&nbsp;<em>pūjā</em>. Previously, musical instruments were played during the&nbsp;<em>pūjā</em>&nbsp;and there was a&nbsp;<em>gūthī</em>&nbsp;to manage this. However, this tradition has come to an end.</p>

<p>Besides these&nbsp;<em>pūjās,</em>&nbsp;the priest of Degutale is also responsible for preparing a flower mask for the bathing ritual of the Rāto Matsyendranātha. Collecting the flowers from Bhandarkhala garden, the priest must prepare the mask on the full moon day of Chaitra. On the next day, the deity wears this mask whilst he takes his&nbsp;great bath (<em>mahāsnāna</em>).</p>
",Daily ritual worship,Secondary literature,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/THR6NXEJ/q/guthi"" target=""_blank""><strong>Guthi Samsthan</strong></a> VS 2071</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4e1403fa-af5c-40b2-b507-107e65449ab5,f88e9657-696a-4850-975d-e5975e1d514e,170a68d0-e68d-11e9-b125-0242ac130002,"<p>Social and religious activities here include:</p>

<p>1. Fixing a trident or a copper image of Nandī to the door frame of the main entrance: people fix&nbsp;a&nbsp;trident or a copper image&nbsp;of Nandī above the main entrance of the temple to bring peace to passed souls.&nbsp;</p>

<p>2.&nbsp;Śivarātri: On the day of Śivarātri, local people&nbsp;gather in front of the temple, light a fire and drink&nbsp;<em>bhāṅ&nbsp;</em>(hemp leaf).&nbsp;</p>

<p>3. Special worship by&nbsp;Sanāḥ Guṭhī: Every year on the day of Thiṃlā Punhī, Sanāḥ Guṭhī (a&nbsp;<em>guṭhī&nbsp;</em>of Śreṣṭha and Jośī families of Cāka Bāhāḥ Ṭola) organises a special worship in the temple.&nbsp;At the end of the worship, people apply oil to the statue of Nandī that sits in front of the temple.&nbsp;People believe that those&nbsp;who are able to apply the&nbsp;oil perfectly and&nbsp;make&nbsp;the statue shine&nbsp;will be blessed with a son.&nbsp;</p>
","Fixing trident or copper image, Śivarātri, Sanāḥ Guṭhī",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
9e59d1cd-91d4-4dc3-8351-bffeba6d333b,bcb117fa-7d56-4bcf-be3a-a633ff7f1c98,1724e57b-b911-48c1-ab87-68c43a852a64,"<p>Every year during the Indra Jātrā festival&nbsp;celebrated in the Nugaḥ Tola, a feast is&nbsp;organised for the <em>guṭhīyāras</em> and <em>samaybaji</em> is&nbsp;donated.&nbsp;</p>

<p>&nbsp;</p>
",Distribution of samayabaji,,"<p>A member of Pãmāe Guthichẽ from a Pradhāna caste, male, age 44.</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
6ff52af9-983a-4c4a-bb0b-15836dc524cf,5891425d-c2e2-4b09-812c-120ca9c0484c,1724e57b-b911-48c1-ab87-68c43a852a64,"<p>Every year during the Nugaḥyāḥ, a <em>mahadip</em> is lighted and&nbsp;<em>samaybaji</em> is&nbsp;donated.</p>

<p>&nbsp;</p>
",Distribution of samayabaji,,"<p>A member of Pãmāe Guthichẽ from a Pradhāna caste, male, age 44.</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
26bd0962-8fa8-4ce2-98cd-cdaf9840d0b0,73c10ff1-f7fd-4935-8993-a95c657cf6b9,1772bbc6-e73f-11e9-8bc4-0242ac130002,"<p>- The caretakers of this this <em>nanī</em> are Maharjans who also keep various <em>guṭhīs.</em></p>

<p>- In the waning moon day of Bhādra, and carrying a metal image of Buddha, Śākya families of the Bū Bāhā come to worship the Aśoka caitya of this <em>nanī</em>. They spend sleepless nights chanting and lighting oil lamps.</p>

<p>- Every year, in the full moon day of Āśvina, a parasol is offered to the <em>caitya</em>.</p>

<p>- <em>Varśavardhana pūjā</em> of the <em>dharmadhātus</em> is performed annually.</p>

<p>- On the day of Caite Daśaĩ, the inhabitants of Kāyegu Nanī perform a procession of Mahālakṣmī. The <em>khaṭa</em> of the procession stays in this <em>nanī</em> for one night.</p>

<p>- During the procession of the Red Matsyendranātha, two families of Jyāpu put the <em>ghaḥ kuṃ </em>on the wheels of the chariot whilst they pull it.</p>

<p>- In the chariot procession of Lagenkhel (Lagaṃyāḥ) the Kaji (Jyāpu) family cook rice.</p>

<p>- In the day when the chariot of Matsyendranātha is carried to the Taḥ Bāhā of Patan from Buṅmatī, the Sukūājū (Jyāpu) family of this <em>nanī</em> sweep the courtyard of Taḥ Bāhā.</p>

<p>- In the day of Daśaĩ, the Bekhā Āju (Jyāpu) family of the <em>nanī</em> bring red coloured clay and sand to the main courtyard of the Patan royal palace.</p>

<p>- On the day of Indrajātrā, Indradhvaja (a flag on top of a pole) is exhibited in the Kāyegu Nanī and Āgaṃ Nanī.</p>

<p>- In the Malla period, this courtyard was the place where people handed over their taxes. The word <em>kāyegu</em> means &lsquo;to take&rsquo; in the Nevārī language. Therefore, the place where the tax was &lsquo;taken&rsquo; is called Kayegu Nanī.</p>
","Worship, Indrajātrā, Matysendranāthajātrā",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4cf9594e-e006-43d0-bf7c-7daec23e770e,ac10c7f2-4a3a-4961-8575-513f4c5f3027,178fd214-e67d-11e9-8bc4-0242ac130002,"<p>The daily ritual worship is performed by initiated&nbsp;<em>saṅgha</em>&nbsp;members every morning. Responsibility for this is passed down through the group according to seniority and&nbsp;is held for 15 days.</p>
",Daily ritual worship,"Secondary literature,Local knowledge","<ul>
	<li>Caste: Śākya</li>
	<li>Priest&rsquo;s caste: Vajrācārya</li>
</ul>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
6b6a7bfa-a408-4439-a40c-12e3a34ca9b7,db44113d-9738-4c8f-b061-d1753d855868,178fd214-e67d-11e9-8bc4-0242ac130002,"<p>A legend tells of the establishment of this&nbsp;<em>b</em><em>āhāḥ</em>. After establishing his kingdom in Simraunagadh in 1097, Nānyadeva&nbsp;invited architects and artists from Lalitpur to construct a palace. The people invited included a&nbsp;team of architects led by Suvarṇakīrti. While digging for the foundation of the palace, the team&nbsp;found a Buddha statue. They placed the image to one side and continued their work. When they finished construction, the delighted Nānyadeva asked Suvarṇakīrti what he wished. Suvarṇakīrti asked for the excavated Buddha image, and the king gave it to him. Upon returning to Lalitpur, the artists and architects arranged a general assembly to decide what to do with the statue. Following&nbsp;the decision made by those assembled,&nbsp;they constructed a&nbsp;<em>vihāra</em>&nbsp;near to the pond at the western side of Lalitpur. The name of the monastic building was derived from the name of the group&#39;s leader, becoming&nbsp;Suvarṇakīrtisaṃskārita Śrivacchamahāvihāra. Later the word &lsquo;<em>śrīvihāra</em>&rsquo; changed to &lsquo;<em>sibāhāḥ</em>&rsquo;.</p>
",Establishment of this bāhāḥ,"Secondary literature,Local knowledge","<ul>
	<li>Caste: Śākya</li>
	<li>Priest&rsquo;s caste: Vajrācārya</li>
</ul>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
0a343141-7413-4112-94ad-131e4aea12b1,2ed90bd0-a761-479d-84e4-35a15e1ac558,178fd214-e67d-11e9-8bc4-0242ac130002,"<p>The Pa&ntilde;cadāna festival is organised in many places of Lalitpur on the&nbsp;8th day of the bright half of the Śrāvaṇa. This festival is also organised in this&nbsp;<em>bāhāḥ</em>. Two images of Dīpaṅkara reside in this&nbsp;<em>bāhāḥ</em>&nbsp;during the festival. One is from this&nbsp;<em>bāhāḥ</em>&nbsp;and the other is brought from Hakha&nbsp;Bāhāḥ (<strong><a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/d024e070-e7f5-11e9-b125-0242ac130002"">LAL0390</a></strong>). People from Sijaḥ Bāhāḥ (<strong><a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/e67206a4-e913-11e9-8bc4-0242ac130002"">LAL0480</a></strong>) go to Hakha&nbsp;Bāhāḥ and bring the Dīpaṅkara image to Si Bāhāḥ. They offer&nbsp;<em>pa&ntilde;cadāna</em>&nbsp;in Si Bāhāḥ. After offerings are made, people from Hakha&nbsp;Bāhāḥ come to Si Bāhāḥ and take the image of Dīpaṅkara to Haḥ Bāhāḥ. &nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;</p>
",Pañcadāna,"Secondary literature,Local knowledge","<ul>
	<li>Caste: Śākya</li>
	<li>Priest&rsquo;s caste: Vajrācārya</li>
</ul>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1445cd59-a726-4ee5-a7d0-0a22ef08a24d,f4647f87-66c8-46d3-9609-f8a6f9f2e21d,178fd214-e67d-11e9-8bc4-0242ac130002,"<p>A feast for <em>saṅgha&nbsp;</em>members is organised annually on the 11th day of the bright half of Māgha.</p>
",Feast,"Secondary literature,Local knowledge","<ul>
	<li>Caste: Śākya</li>
	<li>Priest&rsquo;s caste: Vajrācārya</li>
</ul>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1deeac71-a483-4b34-b750-ceae5118737f,8d1ffdc3-02eb-4a2b-9623-674448e0d1a5,178fd214-e67d-11e9-8bc4-0242ac130002,"<p>The Varṣavarddhana&nbsp;<em>pūjā</em>&nbsp;is performed annually on the 8th day of the dark half of the Vaiśākha.</p>
",Annual ritual worship,"Secondary literature,Local knowledge","<ul>
	<li>Caste: Śākya</li>
	<li>Priest&rsquo;s caste: Vajrācārya</li>
</ul>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
8b9f25a3-7ad0-48af-b406-5dac60d13095,2642d107-51b2-4028-bd22-5a03f7ba3d11,1798db32-ecce-11e9-8bc4-0242ac130002,"<p><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5UE3H7K9/q/Samyak%20M%C4%81h%C4%81d%C4%81na%20Guthi"" target=""_blank"">H. Śākya&nbsp;</a></strong>mentions that Śrīnivāsa Malla (r. 1661-1685), the King of Patan, was invited to visit&nbsp;this <em>bāhāḥ</em>&nbsp;in 1667 (NS 787) on the occasion of&nbsp;the<em> samyak mahādāna</em>&nbsp;performance. The king sat&nbsp;on a golden throne placed at the&nbsp;<em>pāsukhā jhyāḥ, </em>which was&nbsp;on the north&nbsp;wing. From here,&nbsp;he watched the<em>&nbsp;</em>ritual.&nbsp;</p>

<p><br />
In NS 783 and together with the workers who had worked on the construction of the <em>bāhāḥ</em>, the founder of the monastry&nbsp;Jothāju&nbsp;helped King Śrīnivāsa Malla in the process of extending&nbsp;the palace building. The king was ultimately pleased&nbsp;with Jothāju&rsquo;s work, and gave him a horse as a gift. According to the&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/RLA2AXR2/q/Nepalik"" target=""_blank""><strong><em>Nepālikabhūpavaṃśāvalī</em></strong></a>&nbsp; (2016: 129), this event took place during the reign&nbsp;of King Viṣṇu Malla (r. NS 849-865). However, Jothāju passed away&nbsp;in 795, which suggests that the event actually took place in the reign&nbsp;of King Śrīnivāsa Malla.&nbsp;</p>

<p><br />
Jothāju sold the horse and used the money to&nbsp;buy land. The land was named Salakhvāḥ Bũ. Using the income from this field,&nbsp;Jothāju also established a&nbsp;<em>guṭhī</em>&nbsp;for the management of Rudravarṇa Mahāvihāra.</p>
","Legend
",Chronicle ,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/RLA2AXR2/q/Nepalik"" target=""_blank""><strong><em>Nepālikabhūpavaṃśāvalī</em></strong></a>&nbsp;</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b4a264fd-65fe-41d7-b5de-3f5e8b1ed954,f11a00d6-3db4-4246-8172-daf164cb2de2,18f9e792-3138-11ea-b242-0242ac130002,"<p>The original <em>saṅgha</em> of this <em>bahī</em> died out some time ago. A Śākya family from the Ibāḥ Bahī <strong>(</strong><a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/788cd320-e6a8-11e9-8bc4-0242ac130002"" target=""_blank""><strong>LAL2730</strong></a><strong>)</strong> now performs the&nbsp;<em>bahī&#39;s</em>&nbsp;daily ritual worships. These take place twice a day; once&nbsp;in the morning and once in the&nbsp;evening.</p>",Daily worship,Secondary literature,"<p><em>Saṅgha </em>member of Bahī, Śākya, male, age: 44</p>",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b008d57f-eff9-4ac6-b98f-3f50d3520f05,3d57af2e-4ead-4337-a5a6-1d7154285360,1914bb16-0362-11ea-a389-0242ac130002,"<p>The Indrajātā festival is celebrated in front of the Phalcā.&nbsp;</p>
","Indrajātrāfestival
",,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
