tileid,parenttile_id,resourceinstance_id,historical event reference image,historical event reference description,historical inscription identification ,historical event references source,historical event transliteration and translation,historical event image caption,historical event references type,sortorder,provisionaledits,nodegroup_id
9a976d17-4d61-4af2-a318-5fd8af973b27,133c8b91-d618-40c5-b6ab-7b3f2a89b2f3,49e99160-f60d-11e9-8649-0242ac130002,,,,"<p>Inscription from VS 2007</p>
","<p>१. सं २००७ साल आषाढ शुक्ल पंचमी श्रावण ५ गते रोज ५ वंबा(हाल) च्यासलको पुर्ण<strong>&mdash;</strong><strong> &mdash;</strong>को पुत्र खरीदा<strong>-</strong></p>

<p>२. र चंद्रमान र नीजको पत्नी दीलीकुमारी पुत्र राम बहा(दुर) ............पीलको झलर चदायाको शुभां ।।</p>
",, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
817eec51-8a80-4338-ab23-347e050e50b3,d2793add-7282-45a4-946a-0e17af5c0d9c,49e99160-f60d-11e9-8649-0242ac130002,,,,"<p>Inscription from VS 2069</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e450881e-04da-4fac-aabb-aac307444d25,4ab8bc93-9e90-444a-81d3-9d236cb991d2,49e99160-f60d-11e9-8649-0242ac130002,,,,"<p>Inscription from VS 1988</p>
","<p>श्री गणेसाय नम</p>

<p>१. सम्वत १९८८ साल आशु&ndash;</p>

<p>२. न ८ गते रोज ५ स्यांमलाल</p>

<p>३. बुधीलाल थ्वते समोहन दूता</p>

<p>४. जुल सुभं ।।</p>
",, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
c42c6942-3060-48a4-aad9-18e3dd0f7530,8bc0c01d-a87a-4825-9f1c-d8d76743dabc,49e99160-f60d-11e9-8649-0242ac130002,,,,"<p>Inscription from VS 1987</p>
","<p>श्री संम्वत १०५१ साल १९८७ साल पौ(स) (ग)ते २ मा कोबाहालपति वंबहाल लाछी धीनाराको नाती ..............श्वरको छोरा नरसिहलाल ल श्री गणेसका मंदीलमा जीनउधार गर्ना</p>
",, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
73999e66-5b39-4b12-a2c9-6d72970cb8ab,04f15e82-b449-4847-a3df-5cd118a040ea,49e99160-f60d-11e9-8649-0242ac130002,,,,"<p>Inscription from NS 1022</p>
","<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;श्री गणेसायन&nbsp;</p>

<p>१. श्रेश्तु सवत १०२२ सावन शुकल पंचमि शुकल <strong>? </strong>थ्व षुनु ओबाहालया श्री</p>

<p>२. गनेशया देगोलस लिया तोलं ध्वाखा खापा दयकागु जुल शुभं गुथि</p>

<p>३. समोहन ज्या याना जुल ।। ।। ।। शुभं ।।</p>
",, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
b9101dc8-008b-4845-a426-2e05014abf0b,47d91cd5-6644-478a-af2f-b69e5fab12b9,49e99160-f60d-11e9-8649-0242ac130002,,,,"<p>Inscription from VS 1988</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
f9ee28a0-4698-4961-be7d-d21978fc1c56,47d91cd5-6644-478a-af2f-b69e5fab12b9,49e99160-f60d-11e9-8649-0242ac130002,,,,,"<p>१. श्री गणेशाय नम<br />
२. सम्वत १९८८ साल भाद्र<br />
३. व २६ गते लछीमिकुमारी-<br />
४. नं प्रीति जुल सुभ ।। ।।&nbsp;<br />
&nbsp;</p>
",, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
ed011f50-3fa9-4b50-bc04-48f15edc2974,a71aaca7-fae5-4899-a730-85873e0b75cc,49e99160-f60d-11e9-8649-0242ac130002,,,,"<p>Inscription from VS 2069</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
4972ac97-ea93-4028-bedf-6c324f6774fc,78372537-d817-47ec-a2b7-f0650955ad68,49e99160-f60d-11e9-8649-0242ac130002,,,,"<p>Inscription from VS 2057</p>
","<p>कर्मसिं, चिरी थकुँ, कर्मलाल, बुरमाया, कृष्णलाल, हरीमायापाखें तगु २०५७ साल &emsp;</p>
",, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
6b0c1a7c-edb8-4fdf-80fd-ab819e73a1f0,f34cf6dc-0faa-4a19-86b0-8c0222b0bfa4,4a025a42-e6ea-11e9-b125-0242ac130002,,,,"<p>Inscription of NS 779</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
19862d70-086d-4b80-884c-ada83a4cfeda,edc3914c-fa50-4ce2-893a-b87c5b36e4e2,4a025a42-e6ea-11e9-b125-0242ac130002,,,,"<p>Inscription of NS 851 or 861</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
39eeca9b-de17-4ea1-885b-4975c30f591f,b397b27b-9b02-4070-b6a8-17f95c17d764,4a025a42-e6ea-11e9-b125-0242ac130002,,,,"<p>Inscription of NS 1007</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
231d831c-1ec1-4ca5-ba6c-5359c31d39e9,3c24aa95-514b-4f91-8fb7-b870429e2b05,4a028b6c-f954-11e9-8649-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
9943e9c3-88c0-49a3-99ba-87deaf811f12,a6b6edda-c511-4a56-8206-c3236a7adcfe,4a028b6c-f954-11e9-8649-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/9HR6AGVR/q/herakaj%C4%AB"" target=""_blank""><strong>H. Vajrācārya</strong></a> 1993, 193</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
144ecfec-565d-4501-a0ef-30977cd2c8bf,028796c1-cd16-499e-93df-7b3d4d0f7227,4a028b6c-f954-11e9-8649-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/9HR6AGVR/q/herakaj%C4%AB"" target=""_blank""><strong>H. Vajrācārya</strong></a> 1993, 206-207</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
382cf0e6-e985-4ecb-8b7b-b93b7ef71164,aaee4f3c-d6a4-49b4-be92-30c51bcf84e0,4a028b6c-f954-11e9-8649-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/9HR6AGVR/q/herakaj%C4%AB"" target=""_blank""><strong>H. Vajrācārya</strong></a><strong> </strong> 1993, 129</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
6e0b4de7-4ca4-4528-a199-d8a0d0fcce27,7a8cb4be-6434-4962-b95b-e113f77b5160,4a028b6c-f954-11e9-8649-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e6852eb4-e76d-43fd-868d-6190ca8a6319,40d50607-9d7a-4f58-998e-5c66de8c850b,4a2c6259-e814-432e-a59c-99eb9d750007,,,KAT0200_I_002,"<p>Marble inscription from VS 2042</p>
","<p>H = 25</p>

<p>W = 88</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
761fc924-7f50-4cb6-a885-1d2a11f8afed,7047201f-49c6-4167-8b51-8b81f0266408,4a2c6259-e814-432e-a59c-99eb9d750007,,,KAT0200_I_006,"<p>Copper inscription from VS 2054</p>
","<p>H = 8.5 cm</p>

<p>W = 12 cm</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
07132159-78c3-4672-87e1-705099f8df4e,e53e6315-493a-4ff9-85d2-c21ba1030464,4a2c6259-e814-432e-a59c-99eb9d750007,,,KAT0200_I_006,"<p>Marble inscription from VS 2053</p>
","<p>H = 36 cm</p>

<p>W = 56 cm</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
33be4de7-07fb-4150-b059-3f3559afcb49,e60e5dd5-eef2-41c2-b6c7-44022282fdc7,4a2c6259-e814-432e-a59c-99eb9d750007,,,KAT0200_I_001,"<p>Inscription from NS 789</p>
","<p>H = 22 cm&nbsp;</p>

<p>W = 86 cm</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
45170509-c5d9-4d46-8a2b-6289a10087a6,f1390273-0dd7-491c-abc4-659c2c58edca,4a2c6259-e814-432e-a59c-99eb9d750007,,,KAT0200_I_005,"<p>Copper inscription from VS 2053</p>
","<p>H = 8 cm</p>

<p>W = 13 cm</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
4a02322a-f454-4145-9332-603b24c293eb,7c72304d-5433-4ee3-bc06-4873d4d711ff,4a2c6259-e814-432e-a59c-99eb9d750007,,,KAT0200_I_004,"<p>Copper inscription from NS 1108</p>
","<p>H = 15.5 cm</p>

<p>W = 18 cm</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
58d94bda-d377-4486-8051-b84163580f59,103e2f84-fce7-4a12-b364-31ae2f45a7f1,4a2c6259-e814-432e-a59c-99eb9d750007,,,KAT0200_I_003,,"<p>H = 18</p>

<p>W = 32</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
804941af-db32-4c93-94c1-328ef7a4395a,aa0d0b55-2e06-4e3d-95b3-65706f9cad8d,4a2c6259-e814-432e-a59c-99eb9d750007,,,,"<p><strong>Purscha&nbsp;</strong>1975,17</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
0cbc17d6-3c02-4f94-8a79-ef1940fc71c4,5113b709-44f2-473e-ad17-348c17996375,4a305bd6-5eb8-11ea-b4c2-0242ac130006,,,,"<p>Local knowledge:&nbsp;Local resident, Śreṣṭha, male, age 73</p>",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
cd0c4434-2481-4e95-a958-2d56d0ee81d6,7251c525-ad59-490d-97cd-e10b1f61078b,4a305bd6-5eb8-11ea-b4c2-0242ac130006,,,,"<p>Local knowledge: Local resident, Śreṣṭha, male, age 73</p>",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
59965db9-31f3-449f-bee3-3254dd8f9bc9,9832a778-98e3-4ba6-baa1-cb836e81551e,4a305bd6-5eb8-11ea-b4c2-0242ac130006,,,,"<p>Local knowledge: Local resident, Śreṣṭha, male, age 73</p>",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
80971871-2e13-48e5-8f38-da9092dd67f7,e4aec18e-cf7a-423a-9264-87bc307ed669,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p><strong>Shokoohy et all&nbsp;</strong>2014, 69</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
9e6ebce5-1bcc-4c5b-9a30-629e03de0402,598352d6-1740-4457-baa9-544697995709,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Inscription from NS 832, set in the southern interior wall the inscribed slab has a trident emblem at the top, flanked by sun and moon.</p>
","<p>H = 52 cm&nbsp;</p>

<p>W = 34 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
49d62a34-c34c-4c7c-b58e-b7a75f96cc0f,111a7d83-f700-4429-8db6-4f65de3aa651,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Inscrption from NS 911, embedded in the southern interior wall.</p>
","<p>H = 50 cm&nbsp;</p>

<p>W = 31 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
dc930763-af79-4370-8ce8-a4edaa9c7047,0a0a3c43-90ef-45ec-8b60-30c7bd405924,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Stone slab inscription from NS 787, embedded in the west interior wall of the Pīṭha.</p>
","<p>H = 42 cm</p>

<p>W = 17.5 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
cb177f1d-494c-4fb2-905a-8f1d5b797916,03b0ce05-5c54-4628-89aa-1609e815307b,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Inscription from NS 879, inscribed on the surface of a natural stone, paved in front of the Bhairava Shrine (KIR0050-009).</p>
","<p>H = 00</p>

<p>W = 00</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
400f889f-168f-4801-a9f6-0a8d47b15b00,aacf8c59-8a62-47a4-a35b-28eedc4f27f4,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Inscription from NS 818, inscribed on a single rectangular stone slab which is embedded in the middle of the southern interior wall.</p>
","<p>H = 7 cm&nbsp;</p>

<p>W = 28 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
2b9b7467-3c3d-4d0b-8c85-39c874332534,10ae4f3c-9b1b-4c8e-99da-83a2b8128e64,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Inscription from NS 810, inscribed on an arch-shaped stone slab in the middle of the northern interior wall.</p>
","<p>H = 5 cm&nbsp;(only the inscribed part)</p>

<p>W = 16 cm&nbsp; (only the inscribed part)</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
c2ec0044-4b86-4661-8a1f-2102ba3dca38,0d1bb5a6-f438-4c8e-9580-385ab6d198a8,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Inscription from an&nbsp;unknown date, inscribed at the arch-shaped top of the devotee statue (KIR0050-005), embedded in the northern interior wall of the Pīṭha.</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e4f1129e-37bd-448f-883e-aea6f0c83d2f,9e643a13-e5fe-4c04-a9c9-5701a2de6a33,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Inscriptions from NS 804, inscribed on the cornerstones of the facade (north-east).</p>
","<p>H = 18 cm&nbsp;</p>

<p>W = 61 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
0e8fda48-1e6c-423c-a68c-fc6c093921c0,1c1aedbd-469f-4790-a627-689666fffdc2,4a48d563-85d1-4e51-8f78-2254393f85e2,,,,"<p>Inscription from NS 850, inscribed at both sides of the face of the slab in 10 lines.</p>
","<p>H = 18 cm&nbsp;(inscribed part only )</p>

<p>W = 18 cm (inscribed part only )</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
9d87324a-b6f7-4c3f-a37b-eb26da9f4284,0cce93fc-da86-4ef4-840d-57b71e75e651,4a6c25be-af79-11ea-8ae7-0242ac130005,,,,"<p>Inscription from NS 1082</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
3ca06501-4ef3-4320-a805-2237245e4a0b,f155a7ca-4716-46d0-b088-021cc624b9ec,4a6c25be-af79-11ea-8ae7-0242ac130005,,,,"<p>Inscription from NS 832</p>
","<p>Photograph provided by Tulasilāla Siṃha</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
d14ca386-66ee-4087-b385-eab04a442ba8,170ef97b-a2ad-4df1-bd5a-7f8d34a08c48,4a6c25be-af79-11ea-8ae7-0242ac130005,,,,"<p>Inscription from NS 832</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
cf099be0-9b8e-4ba7-a14d-d26b28b4eb3f,cde925cb-5cbd-4b2d-bcfb-c4f1649d84cd,4a6c25be-af79-11ea-8ae7-0242ac130005,,,,"<p>Inscription from VS 2063</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
9b025cf9-6978-4383-b074-b16feeeff0ea,02da0328-60e6-4cb5-a2bf-258e872d1b23,4a6c25be-af79-11ea-8ae7-0242ac130005,,,,"<p>Grandson of the donor, Maharjan, male, age 49</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
689c0a9f-e30b-4445-8b59-13ef9cbe4a00,818b1601-3d84-490b-9a48-a7791e99bc22,4abcfc57-87bc-46d0-9338-add4863dbf46,,,,"<p>Local knowledge: a resident of Yanāmugaḥ, male, age 45</p>

<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/SSJP3PFI/q/gutschow"" target=""_blank""><strong>Gutschow</strong></a> 2011, 658</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
113aad20-3a4b-4cd2-88aa-b9b7510a1f8d,36542ab3-7839-4c0f-8d97-d410648de186,4b3adb40-7726-4977-b911-1710edbfa41f,,,,"<p>One of the <em>saṅgha </em>members from a Śākya caste, male, age 35</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
fe8d6bc9-f6d8-4a3b-94fe-c9d62ed9269e,2477e20f-8d0a-4578-b348-8faa042837f7,4b3adb40-7726-4977-b911-1710edbfa41f,,,,"<p>One of the <em>saṅgha </em>members of the Bāhāḥ from a Śākya caste, male, age 35</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
394e59cc-e2c7-4cd6-ba32-5baac3f2d383,243d02d1-621a-4c2d-933b-5dfcdafb71b1,4b3adb40-7726-4977-b911-1710edbfa41f,,,,"<p>A stone inscription attached to the north of the entrance to the sanctum.</p>

<p>H: 36 cm, W: 24 cm</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
4c40da73-dd10-4943-a256-9b96bade3e41,ba53b8cf-3eb3-4d26-acee-e9846c3a5517,4c31625e-ea78-11e9-8bc4-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/XIQBXLE8/q/pruscha"" target=""_blank""><strong>Pruscha</strong></a>&nbsp;1975, 161</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
6a29f9de-56c9-4ae2-86b6-f5a582c8d5df,5768ddde-d183-4d55-ae6c-44185ca1c5e8,4c31625e-ea78-11e9-8bc4-0242ac130002,,,,,,, Local knowledge,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
6253fd45-e80b-498e-8b59-fa1988993a9e,fb2dfe8c-ef1b-4d01-a280-09cae3f06f72,4c31625e-ea78-11e9-8bc4-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/RLA2AXR2/q/nepalika"" target=""_blank""><strong><em>Nepālikabhūpavaṃśāvalī&nbsp;</em></strong></a>(13.275 and 19.3.10-11)</p>

<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/9YQ9AVJD/q/lamsal"" target=""_blank""><strong>Lamsāla</strong></a> 2023, 62</p>
",,,"Secondary literature,Chronicle ",0,,ff5994c6-a321-11e9-8e7b-0242ac140004
545e7fc3-89b6-4d7f-90c9-b47ae9e093be,ed7f3a64-a808-4d8a-9e5b-a40dc1eb171d,4db3bfb2-eefd-11e9-8bc4-0242ac130002,,,,"<p>1. Priest of Karuṇāmaya temple,&nbsp;Śākya male, age&nbsp;52</p>

<p>2. Priest of Karuṇāmaya temple, Śākya, male, age&nbsp;69</p>
",,, Local knowledge,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
3a178cf9-0102-4c00-876d-e7f5a7da50f5,4d7bad78-12c7-41af-88a0-7a26cf5f98bd,4db3bfb2-eefd-11e9-8bc4-0242ac130002,,,,"<p>Priest of Karuṇāmaya temple ,&nbsp;Śākya male, age&nbsp;52</p>
",,, Local knowledge,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
1ef3a048-a290-40d6-82a2-b1f350bce171,ea6c29b3-ccc6-4621-af26-9eab580fedbc,4db72ccc-e6c6-11e9-b125-0242ac130002,,,,"<p>inscription from&nbsp;NS 998</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
865cbdd4-b6ff-4032-8a23-c094747a1223,ea6c29b3-ccc6-4621-af26-9eab580fedbc,4db72ccc-e6c6-11e9-b125-0242ac130002,,,,"<p>inscription from&nbsp;NS 998</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
7f104c98-d18e-492b-b8b4-6f1af5452e6e,13636f4b-285d-4621-9ed9-3e284fa8a35a,4db72ccc-e6c6-11e9-b125-0242ac130002,,,,"<p>inscription from&nbsp;NS 1023</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
b1ddf684-bed8-4943-8def-8b36819342f4,b035e1ad-8201-4b12-9a03-56a8f88eb89b,4df05f74-e5e0-11e9-b125-0242ac130002,,,,"<p>Inscription from&nbsp;VS 2049</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
8c114968-a610-4c88-be18-018d6197ce44,61aa011e-2b04-440a-8900-a089fb16293c,4e0709f7-c313-4a8c-ae18-d3ca0d994713,,,,"<p>Inscription from&nbsp;ŚS 1404 on Pillar 003</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
9ad81708-3688-47f9-aa15-b381b351e29d,28dce08c-7805-4f5c-9ade-30b67e77736a,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
fb9570e8-7105-49d1-b2c3-1a7d7a0aa0f8,3693ccd5-f0f3-499c-b3a6-6b348d87925c,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
7950d6b8-30d5-4cbd-a95d-32c4dc64c791,0b3af25a-9a73-4c60-90d1-181bb72121d1,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,,,,"<p>Inscription of NS 789</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
5329813e-b31b-4348-92fe-d0e56db69e09,96715b37-5c40-451f-b4c6-d5126a683ae2,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,,,,"<p>Inscription placed on the left side of main entrance to&nbsp;<em>bahī.</em></p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
df74ebd1-a279-47f7-83c9-ef7f67c442b7,f95530fc-4663-499f-aa40-4f1dcbdb3ea5,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
75380f38-4921-4db6-ade1-50ecc522e19a,32d85541-565a-4cbc-a19f-efa4f20a8472,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
fbbf7c3b-e183-4fe3-85bb-275ea02cbe4a,b8fdaa49-ca62-41e8-8dbe-99bfe8184c31,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
bb02c7d6-e00e-443d-85b4-17dfa015fed2,cdc2e79f-23a8-406b-bbbe-d359c683bf7c,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,"<p>Inscription of NS 873</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
ad401229-40d8-4c38-a6ad-106b3f562a39,65486a50-12b3-47db-9d14-55995366ae63,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
6f04ade4-c57d-4aa2-8362-6bea03612ef2,60442d55-22dc-43ba-8743-e545073dad0b,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
c565791c-3fc2-4a4b-8afe-b0b0a5af293d,46b732a4-b809-40e4-bca3-459e3d10a546,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,"<p>Inscription of NS 833</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
751a09a4-a553-4271-b385-1c83c1583385,eb464117-766f-4af6-a5bf-67a5df32ce7e,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
ee6c142e-a41d-495b-8324-742afa5ae2c9,e4b7eb08-2878-48bd-84bb-11039cc99b7a,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Local knowledge,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
94a7fdfc-2b76-4d9b-9939-ae74c6ea8da9,46351311-5d1c-4ac6-a401-5766537f89e3,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
a8d362da-399b-4d44-802e-dd2631aca9fa,994c8492-02bd-4b26-b7d7-7f0621b7d2b4,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
8a314879-902e-4d1f-a239-196bc0b3768d,c1f400ae-2e44-4acf-a4e4-be27122fe94d,4ed2374c-e846-11e9-8bc4-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
3fae0651-a07c-43b2-b5c0-186441d97e2b,26bf3d2a-49c5-40b9-87c6-36f8d0dea328,4eeb757c-5fc4-11ea-8083-0242ac130006,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke</strong></a> 1985, 176</p>

<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha</strong></a> 1975, P-71</p>

<p>Local Knowledge: Descendant of founder of bāhāḥ, Śākya, male, age 29</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
999e823f-54fd-4b2c-95ec-cd9aaea3c9ef,e7e37223-010b-4db4-ba9c-ede6ef8b437a,4f116514-0102-11ea-8f3c-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/dhanavajra"" target=""_blank""><strong>D. Vajrācārya</strong></a> 2056, 56</p>",,,"Secondary literature, Inscription",0,,ff5994c6-a321-11e9-8e7b-0242ac140004
f696601d-db2e-4426-a97f-1bdeb353fe0c,020a3e33-fd7a-420e-8c07-5977c5eed50a,4f116514-0102-11ea-8f3c-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/GLJIEING/q/dhanavajra""><strong>D. Vajrācārya</strong></a> 2030, 448-449</p>",,,"Secondary literature, Inscription",0,,ff5994c6-a321-11e9-8e7b-0242ac140004
35926679-01fc-4328-9965-fc1c80c18061,c0b7c3db-8aab-4976-9295-a0cc4949c8b1,4f116514-0102-11ea-8f3c-0242ac130002,,,,<p>Inscription from&nbsp;VS 2071</p>,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
316d632b-094b-46af-96bb-87c96a39a77c,94729f74-9688-48d9-85c3-fb6a7ca06ce0,4f116514-0102-11ea-8f3c-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/THPKWEX4/q/jo%C5%9B%C4%AB"" target=""_blank""><strong>S. Jośī</strong></a> 2069, 37</p>",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
5aa6575e-b748-4699-a7f4-3245006a13d7,18598f50-91b8-4f86-9de3-17049c493b1b,4f116514-0102-11ea-8f3c-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/dhanavajra"" target=""_blank""><strong>D. Vajrācārya</strong></a> 2056, 52-53</p>",,,"Secondary literature, Inscription",0,,ff5994c6-a321-11e9-8e7b-0242ac140004
