tileid,parenttile_id,resourceinstance_id,monument assessment ,monument other threats,monument identified threats,sortorder,provisionaledits,nodegroup_id
71de8dc3-8425-4b8c-8692-83800ec7f192,None,380e2e0e-e8ef-11e9-8bc4-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Wall cracks,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
e5877f45-c986-4fa7-ac00-45b4161f13c4,None,38e62b02-e759-11e9-8bc4-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,Wall cracks,0,,30409102-9323-11e9-abc0-0242ac120006
f6e7da93-9974-4522-a00b-2487a58ab836,None,39bb2040-e9fd-11e9-8bc4-0242ac130002,"Rebuilt,Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
aa7f4872-281b-47db-850b-3de923c96951,None,39beb848-fc76-43de-bdad-12ea8914001b,"Good (very few light surface damages, renovated or repaired)",,Road widening,0,,30409102-9323-11e9-abc0-0242ac120006
d5902f4d-1532-4696-99d8-4b7ba984698d,None,3a3599d5-5f94-476d-a80f-4f2d3bb9bf9c,Surface damages,"<p>The pillars and archaeological remains were in a fair condition when assessed in 2015. Traces of white paint are visible on pillars 003 and 005. Future painting activites (often locally considered as embellishments) would undoubtedly damage the objects and empede the reading of the inscriptions.</p>
",Other,0,,30409102-9323-11e9-abc0-0242ac120006
fa51d015-caa7-4c5b-aaf4-0064cccf6260,None,3a781560-86b0-11ea-86ac-0242ac130005,"Collapsed,Rebuilt","<p>collapsed with the 2015 earthquakes</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
159c3c69-49df-4188-b3c3-fc722456f7c8,None,3aa59732-e7ec-11e9-b125-0242ac130002,Demolition/Dismantling,"<p>Improper reconstruction. Loss of historic building materials.</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
37883202-7592-4826-be62-8577b1b278a6,None,3b68c5ca-e64a-11e9-b125-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages),Repaired ","<p>The vehicular movement on the street to the north of the temple causes negative impact due to vibration.</p>
",Wall cracks,0,,30409102-9323-11e9-abc0-0242ac120006
978bcd51-efa0-4433-a7de-09b96565690c,None,3b731959-de47-4cc6-84e4-e230598019f5,"Structural damages,Surface damages",,,0,,30409102-9323-11e9-abc0-0242ac120006
5431fb5d-c181-495b-9b37-0f20b24c5801,None,3b9b26f6-2b9a-11ea-b82d-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
4801c715-454e-4efe-9358-b948a18bb1de,None,3bcfd73f-1e8b-41d9-bbc6-148eb8ca7808,"Good (very few light surface damages, renovated or repaired)","<p>No specific threats could be identified at the site.</p>
",Other,0,,30409102-9323-11e9-abc0-0242ac120006
42672f74-6e16-40c9-b05a-d96762c0bb12,None,3c768352-d08e-11e9-8599-0242ac140006,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
a10c7ca8-0cec-491d-915b-c7ae64a5d6a3,None,3ceea016-9d6c-11ea-9766-0242ac130005,Demolition/Dismantling,"<p>The historic Phalcā was&nbsp;destroyed and replaced with a modern four-storey building. Eight of the&nbsp;Phalcā&#39;s historic columns and brackets were reused in the modern building.&nbsp;</p>
",Other,0,,30409102-9323-11e9-abc0-0242ac120006
bc46f3ae-8326-42ed-bd28-ea8bcf89597a,None,3db42996-337a-11ea-b242-0242ac130002,"Good (very few light surface damages, renovated or repaired),Restored",,,0,,30409102-9323-11e9-abc0-0242ac120006
23c1931d-39d8-4b9f-b705-afacc99e1f58,None,3dbcf8b8-cf5c-44e4-8ac8-4460069bdbbf,Surface damages,"<p>The pillars are sometimes used to put up flyers. Their proximity with the main road represents a constant threat to their conservation.</p>
","Road widening,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
fcfb3d65-e6bd-4466-a021-28f6f6776cae,None,3e3f0fd3-fd74-4aab-a216-99cbfeca1bec,"Structural damages,Rebuilt","<p>The two <em>śikhara </em>temples have clearly been impacted by some destructive event such as an earthquake or a voluntary dismantling of the upper parts. Some elements&nbsp;are missing, such as doorjambs and pinnacles. They need immediate attention in order to prevent their&nbsp;total collapse.</p>

<p>The lion is a historically important artefact and needs to be moved to a protected place.</p>
",Missing stones at plinths,0,,30409102-9323-11e9-abc0-0242ac120006
4e95537e-aa8b-4f3d-b98f-0026222f1df4,None,3e718754-6c00-4947-b32f-da8bb82139a7,Structural damages,,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
d0e3b004-8437-4f54-a121-9894a8844c4a,None,3e7d7be6-ea61-11e9-b125-0242ac130002,"Good (very few light surface damages, renovated or repaired),Rebuilt",,,0,,30409102-9323-11e9-abc0-0242ac120006
df0fa1aa-6544-4ef6-b0da-3c278016d84e,None,3e97265e-b2b4-4a68-862a-7c76dee0bacc,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,,0,,30409102-9323-11e9-abc0-0242ac120006
a4d3ffb0-104e-4001-a4d0-f7fc136a0513,None,3ecd2d50-1b10-11ea-b74e-0242ac130002,Rebuilt,"<p>The concrete roof slab is weathered and parts of it are already cracked and disintegrating. The proposed road widening project is the ultimate threat to this Phalcā, as it may result in the monument&#39;s demolition.</p>
","Erosion,Road widening,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
5c2cda60-5d74-4b2d-85f3-75b1afbcc90b,None,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Repaired ,"<p>The main shrine building was reconstructed as a modern structure with brick and cement mortar. Many caityas were covered with cement mortar and painted. All votive structures are in good condition, and the square is well-preserved.</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
27906c2f-b786-4e22-b59f-94c17eebc559,None,3f87ad30-e5d0-11e9-8bc4-0242ac130002,"Collapsed,Rebuilt,Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
946e4270-642a-49d9-9722-a23d25465660,None,3f88581e-e811-11e9-b125-0242ac130002,"Good (very few light surface damages, renovated or repaired)","<p>The Kumārī Pāṭī was rebuilt and also relocated several times as a result of&nbsp;earthquakes and road widening. This shows the flexibility of the built structure&nbsp;on the one hand, and the&nbsp;risk of&nbsp;historical or even complete loss posed to such sites&nbsp;on the other.</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
ce404a6f-55c8-40b2-9fe8-3e50377f4cbd,None,3fe5a41a-f7d9-11e9-a3c8-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)","<p>The Jaḥrũhiti is slightly damaged due to disuse&nbsp;and a lack of maintenance. Any&nbsp;widening of the nearby main road may pose&nbsp;another potential threat.</p>
","Road widening,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
4e538305-aa7f-43ad-b877-dc53b9999c0e,None,409cfb82-e6c3-11e9-b125-0242ac130002,Collapsed,,"Plants,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
97c99ac8-ff3d-45b9-83e1-2edcec4ea732,None,40ee8e4c-e836-11e9-b125-0242ac130002,"Rebuilt,Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>Loss of original materials such as timber members and stone inscriptions because of discontinued use.</p>
",Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
6edb2eed-1a00-4f67-98e4-dd6a9ba0363c,None,415635af-c1ba-4b28-ba37-3e3697ce2c98,"Repaired ,Good (very few light surface damages, renovated or repaired)",,Plants,0,,30409102-9323-11e9-abc0-0242ac120006
b82754de-8d12-4ff1-a47e-54b12779f500,None,4165aff8-eb2f-11e9-b125-0242ac130002,"Restored,Repaired ","<p>The temple was heavily damaged during the 2015 earthquake, and major cracks appeared&nbsp;in the walls. However, local residents worked to completely restore and repair the&nbsp;temple.</p>
","Termites,Wall cracks",0,,30409102-9323-11e9-abc0-0242ac120006
48858c44-2db3-488b-ba74-39360406a39d,None,43291104-1bbd-11ea-b9b1-0242ac130002,"Rebuilt,Good (very few light surface damages, renovated or repaired)","<p>The Cābāhāḥ Phalcā was completely destroyed by the 2015 earthquakes (see Monument images after 2015)&nbsp;and was&nbsp;rebuilt in 2019. The reconstruction work could not begin until the residential house&nbsp;attached to the rear of the Phalcā&nbsp;was also rebuilt and funds were secured.&nbsp;</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
9deb19a4-fc2a-4c46-8002-7f4c37b908d6,None,4353fc98-6838-406b-ba3a-4872c4d03bb0,Restored,"<p>The roof of the monument is heavily covered with&nbsp;plants although the fa&ccedil;ade has been recently reworked. The fa&ccedil;ade has also been completely whitewashed, covering the visible rafters on the underside of the roof overhang, thus diminishing the authenticity of the woodwork.</p>

<p>The ground floor entrance has also been barred for security reasons. This further adds to the depreceation of the monument as a whole.</p>
","Water damages,Plants,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
905d9d66-e85a-4f0d-a918-27b7c044c34c,None,43a6124a-0a4b-4f1c-a3b6-f68fcb0e4dc0,Rebuilt,,"Road widening,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
91a2ab49-cd82-4a49-908c-14b4e5e8f8bf,None,4405bb30-4704-432a-9f61-2a7c8912321a,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
01788c4a-6dc8-4e49-b6b9-900ef6053484,None,440d970c-ea5d-11e9-b125-0242ac130002,"Good (very few light surface damages, renovated or repaired)","<p>The higher buildings could pose a risk to the monument should another earthquake strike.</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
eb266f54-25d1-4dd4-9442-7eecbf149b1e,None,443544db-8f01-4d16-8f90-1de79f599e98,Restored,,Road widening,0,,30409102-9323-11e9-abc0-0242ac120006
1a5787ea-64ea-40bc-ade0-32ec8dd405d5,None,44609e5a-ee3d-11e9-8649-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
fd4b461e-8bbd-4ec0-93b4-65834a28b4c8,None,45394990-d06e-11e9-8599-0242ac140006,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
f02645bb-feb7-46ea-8a0a-8503c7ce149b,None,45b07460-1787-11ea-b9b1-0242ac130002,Rebuilt,"<p>Water damage&nbsp;can be seen on the bottom of the wooden door.</p>
",Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
09011be4-9143-4311-8374-af008bf43dda,None,460bec90-ea60-11e9-b125-0242ac130002,Rebuilt,"<p>The courtyard houses are rented out and&nbsp;the tenants are unaware of the value of these monuments. The courtyards are unclean and damaged.</p>
",Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
c6743a0d-7830-43b8-8044-dd9c2201dc80,None,468fb683-8654-424a-9005-731f310bed0f,"Rebuilt,Good (very few light surface damages, renovated or repaired)",,Road widening,0,,30409102-9323-11e9-abc0-0242ac120006
fc291dd0-9e84-4125-a5ce-a3e8b43653a2,None,479763c6-e90e-11e9-b125-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages),Rebuilt",<p>The Phalcā already started leaking water from the roof and during the earthquake of 2015 three wooden rafters fell down. The process to renovate the Phalca stared before the earthquake from Lalitpur Metropolitan office.</p>,,0,,30409102-9323-11e9-abc0-0242ac120006
0c84c19b-f087-44fc-9b79-ec634f549192,None,489cc406-57c1-11ea-b4c2-0242ac130006,"Rebuilt,Good (very few light surface damages, renovated or repaired)","<p>The plinth of the temple is damaged by bike parking around the temple.</p>
","Missing stones at plinths,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
d5741623-9e9c-4add-aaea-ab0518f1b51c,None,48fbbcba-9da1-11ea-82af-0242ac130005,Rebuilt,"<p>The temple is currently (July 2020) under reconstruction. The structural work has been completed, however the roofs have not been covered or protected since April 2010. Despite having recently been rebuilt, its structural integrity is threatened by&nbsp;heavy monsoon rains which have flooded&nbsp;the building.</p>
","Road widening,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
4ac8e248-fb9e-4f8a-91df-acd1633a5fb5,None,493f8e80-fba9-11e9-a3c8-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages)",,Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
5a962ec3-53e1-44a3-a298-b861513810a4,None,49e99160-f60d-11e9-8649-0242ac130002,"Rebuilt,Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
8634bcf6-bedf-4234-801a-368a7bea019e,None,4a025a42-e6ea-11e9-b125-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>The god&nbsp;house was severely damaged by the 2015 earthquake. The towering houses adjacent to the monument pose a threat to the structure.</p>
",Wall cracks,0,,30409102-9323-11e9-abc0-0242ac120006
fa716991-781c-483c-911d-e058feb526fb,None,4a028b6c-f954-11e9-8649-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,Wall cracks,0,,30409102-9323-11e9-abc0-0242ac120006
9a1dba4f-5c8b-4f75-bc5d-abe971f90100,None,4a2c6259-e814-432e-a59c-99eb9d750007,"Good (very few light surface damages, renovated or repaired)","<p>The temple stands in&nbsp;the middle of a main road. Any road widening future project poses a major threat to this monument.</p>
",Road widening,0,,30409102-9323-11e9-abc0-0242ac120006
1a075813-061d-4ac6-8d83-3d6acf5f4a38,None,4a305bd6-5eb8-11ea-b4c2-0242ac130006,Rebuilt,"<p>The Yākaḥ Phalcā was in a very bad shape, and at risk of collapsing until it was rebuilt in 2019.</p>",,0,,30409102-9323-11e9-abc0-0242ac120006
e4cde054-b0e4-43d1-9d93-42518ef61b84,None,4a48d563-85d1-4e51-8f78-2254393f85e2,Surface damages,"<p>The perimeter walls of the monument have a slight plant infestation. The plants pose no immediate threat however could disrupt the integrity of the walls in the long term.</p>
","Erosion,Wall cracks,Plants",0,,30409102-9323-11e9-abc0-0242ac120006
4f94a14d-e9e8-42fc-a642-914b3039a143,None,4a6c25be-af79-11ea-8ae7-0242ac130005,Restored,,,0,,30409102-9323-11e9-abc0-0242ac120006
2a8e2365-2922-4c8f-89d3-d309ff0eebb4,None,4abcfc57-87bc-46d0-9338-add4863dbf46,Collapsed,"<p>The Phalcā was attacked and damaged by politically motivated youth in 1979. It was not restored after this.</p>
","Other,Road widening",0,,30409102-9323-11e9-abc0-0242ac120006
7b9fa43b-e6df-41c0-9916-551a77ae42d3,None,4b3adb40-7726-4977-b911-1710edbfa41f,"Heavily damaged (collapsed, demolished, major cracks and structural damages)",,"Water damages,Erosion,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
1494f6b3-c634-4e2a-9b76-1b5aadaa282e,None,4c31625e-ea78-11e9-8bc4-0242ac130002,"Good (very few light surface damages, renovated or repaired),Repaired ","<p>Damp is&nbsp;rising on the north wall of the courtyard and is damaging the building. The flooring of the passages has not been well&nbsp;maintained.&nbsp;</p>
",Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
5ae4bb38-547e-47bf-8474-56aed70bc94b,None,4db3bfb2-eefd-11e9-8bc4-0242ac130002,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
d3c5c8d2-e7f8-4d86-b04b-0d5140b28a74,None,4db72ccc-e6c6-11e9-b125-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)","<p>The scrap materials stored on the first floor are putting unnecessary weight on&nbsp;the structure.</p>
",Wall cracks,0,,30409102-9323-11e9-abc0-0242ac120006
c5fd0a3d-77d7-481d-8594-ee7ffc999263,None,4dc008cc-64c1-42da-9518-9646c65ab630,"Surface damages,Rebuilt","<p>The&nbsp;base of the monuments have been covered by a general slab of approximately 20-30 centimeters of concrete. This action is not reversible and will interfere with potential future conservation&nbsp;interventions at the site.</p>
","Encroachment ,Other",0,,30409102-9323-11e9-abc0-0242ac120006
ff94e089-6093-4609-b4d8-caae0347ef43,None,4df05f74-e5e0-11e9-b125-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
2595b583-92ac-4f19-9b7d-729fabd3235d,None,4e0709f7-c313-4a8c-ae18-d3ca0d994713,"Heavily damaged (collapsed, demolished, major cracks and structural damages),Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths),Collapsed,Structural damages","<p>The Pillar 001 fell down and broke. The cause of the event must be&nbsp;the local&nbsp;structural weakening (due to erosion or bioturbation) of the stone platform.</p>

<p>The&nbsp;same may happen to the two other pillars if the platform is not consolidated at some point.</p>

<p>&nbsp;</p>
","Erosion,Other",0,,30409102-9323-11e9-abc0-0242ac120006
af17a290-37c8-4f9c-9c0a-589461e2fa25,None,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Wall cracks,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
1fa4d704-917f-4b3d-9244-031bbafff570,None,4ea9bf18-4293-11ea-a19a-0242ac130006,Structural damages,"<p>The brick pedestal that supports the Licchavi Caitya, the Buddha statue and the dome fragment is poorly built and fairly recent. The brick- and stone&nbsp;paving that once surrounded the statues was removed after the 2015 earthquake.</p>

<p>The Licchvi Caitya is missing its finial and shows signs of chipping and erosion. The monument is very poorly maintained, exhibits many crude patches of cement mortar and is covered in&nbsp;lichen. The Buddha statue too has suffered extensive damage. It is missing its nimbus and right leg and hand. Much of the head has been reshaped with cement mortar.</p>",,0,,30409102-9323-11e9-abc0-0242ac120006
e502a613-b9ae-4bf5-985e-5d0e12ddcbda,None,4ed2374c-e846-11e9-8bc4-0242ac130002,Repaired ,,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
96bc6f48-5ec4-4ef2-8718-333ae175aa86,None,4eeb757c-5fc4-11ea-8083-0242ac130006,Repaired ,,Erosion,0,,30409102-9323-11e9-abc0-0242ac120006
d6b3949a-0d4e-42a5-97d0-6762d072f008,None,4f116514-0102-11ea-8f3c-0242ac130002,"Good (very few light surface damages, renovated or repaired)",<p>The government&#39;s road-widening project&nbsp;poses a major threat to the temple complex.</p>,Road widening,0,,30409102-9323-11e9-abc0-0242ac120006
08d7327d-4588-4036-bec7-5faab39a8304,None,4fbe0748-3653-4e38-a86d-1627db252297,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)","<p>The pillars are in a relatively good state of conservation. Construction activities and road widening need to be watched carefully in order not to impact the pillars.</p>
","Encroachment ,Road widening,Erosion",0,,30409102-9323-11e9-abc0-0242ac120006
ab4d966b-4e96-4ef2-8a80-64f860238889,None,503085f6-076f-11ea-8a1c-0242ac130002,"Rebuilt,Heavily damaged (collapsed, demolished, major cracks and structural damages)",,"Missing stones at plinths,Road widening",0,,30409102-9323-11e9-abc0-0242ac120006
bf5a0f11-cc6b-4659-ac3b-6b95a4e75e49,None,50e6b167-1959-4ce9-a9d4-1800e7273a52,Repaired ,,Encroachment ,0,,30409102-9323-11e9-abc0-0242ac120006
6fd4a7df-bde2-4cad-b87c-b66875087f45,None,50e8eedc-eb42-11e9-8bc4-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>The Phalcā is&nbsp;in a very dilapidated condition and is now mainly used as a store&nbsp;room. Its role as a site of religious activity came to an end with the&nbsp;theft of its deity statue.</p>
","Encroachment ,Plants,Erosion,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
317357fd-cdc8-43ce-95ea-e4ac2dbed984,None,51d9d5da-4ceb-11ea-8083-0242ac130006,Surface damages,"<p>Chvāsakāminī has no structure above the Lotus Mandala</p>
",Erosion,0,,30409102-9323-11e9-abc0-0242ac120006
e709042b-6add-4076-842d-df7b8fb3bf9f,None,5277a9d6-2f86-11ea-b242-0242ac130002,"Rebuilt,Repaired ,Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,,0,,30409102-9323-11e9-abc0-0242ac120006
dddab46b-9205-4f6d-850c-cf7b50e04dd3,None,54346f5f-5ad8-4ab5-887c-c983ea617de2,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
69606109-3757-425f-9b7d-3dba7551df33,None,55133c56-e68d-11e9-b125-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>The Phalcā and the house behind it are damaged.</p>
",Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
b1ea73d6-9a71-485d-9526-3786f99353c2,None,553b9314-e687-11e9-8bc4-0242ac130002,"Good (very few light surface damages, renovated or repaired)","<p>The metal fence all around the Caitya<em>&nbsp;</em>has made the monument somewhat inaccessible. Visually, it is not aesthetically pleasing.</p>
",,0,,30409102-9323-11e9-abc0-0242ac120006
2eea6373-3747-4862-950c-fd1919c0114e,None,55519f42-0202-11ea-a389-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)","<p>The Government of Nepal&#39;s&nbsp;proposal for a road widening project&nbsp;poses a major threat to this Sataḥ, which is located to the&nbsp;right of the main road of Sunaguthi. If this project is realised, the Sataḥ will be completely demolished.</p>
","Wall cracks,Road widening",0,,30409102-9323-11e9-abc0-0242ac120006
d9756a75-ca9b-4fe1-8e1d-6befcf380380,None,5553af61-8bca-4f14-baa9-a077e67f701d,"Structural damages,Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,,0,,30409102-9323-11e9-abc0-0242ac120006
51242ca7-8400-4b79-b199-6da38424773a,None,5576adf8-9a84-11ea-9766-0242ac130005,Rebuilt,,,0,,30409102-9323-11e9-abc0-0242ac120006
5073d76b-a926-4e75-9ac6-1c18efb43c6c,None,557a604c-e6a7-11e9-8bc4-0242ac130002,"Rebuilt,Repaired ","<p>The ground floor west wall is damp due to low natural light and lack of damp proofing on the walls.</p>
","Erosion,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
ca9edc8f-c44e-4f42-b6ad-6083e63d84cf,None,55be585c-411d-48dd-be74-5cd78f2723e1,Surface damages,,,0,,30409102-9323-11e9-abc0-0242ac120006
15ce6508-059f-4a47-a118-05d381b029c7,None,55bee51e-01f5-11ea-a389-0242ac130002,"Heavily damaged (collapsed, demolished, major cracks and structural damages),Rebuilt","<p>This poorly built RCC structure was&nbsp;heavily damaged during the earthquakes of 2015. The Phalcā was also hit by a vehicle in 2014.</p>
","Plants,Water damages,Missing stones at plinths,Erosion,Road widening",0,,30409102-9323-11e9-abc0-0242ac120006
cbab6946-2822-4f09-a726-5ffc53cfe26c,None,55ebd8ba-e343-11e9-8bc4-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
e112665c-2e7e-4f21-9704-98cacd284a66,None,55ef0210-dfa6-11e9-81a8-0242ac140006,"Rebuilt,Good (very few light surface damages, renovated or repaired)",,"Encroachment ,Road widening",0,,30409102-9323-11e9-abc0-0242ac120006
586aa414-f09d-41ef-8e55-b00d2c3f1a48,None,56588bbe-f0bc-11e9-a3c8-0242ac130002,Rebuilt,"<p>The rebuilt structure is based on timber columns with a cross section of 17 cm x 17 cm. These columns can be found at each of the&nbsp;four corners. Two thin walls run between the columns on the south and west sides only. This makes the structure particularly vulnerable due to the massive weight of the upper floors. An earthquake could have disasterous results for this monument.</p>
",Other,0,,30409102-9323-11e9-abc0-0242ac120006
0b6e585e-8cfe-4c01-929b-70f19373f370,None,56a5632a-c2df-41f2-8fbb-2d82330d9c76,"Restored,Good (very few light surface damages, renovated or repaired)","<p>The monument was in a fair condition when it was surveyed in 2014.</p>

<p>The proportions of the recently installed&nbsp;<em>āmalaka</em>&nbsp;ring are inacurrate (too thick).</p>
",Erosion,0,,30409102-9323-11e9-abc0-0242ac120006
6ed1c7b7-202d-4d91-b99e-fcaf58edb107,None,56fa3190-ea8a-11e9-8bc4-0242ac130002,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
740e3df2-779f-4279-a766-0d02d7fb0107,None,574c588e-e7ed-11e9-b125-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths),Good (very few light surface damages, renovated or repaired)",,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
17c48676-db8f-4170-8cd5-d0c277e641d7,None,57688e06-ca3c-11e9-b993-0242ac140002,"Other,Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",<p>The street around the <em>caitya</em> has been raised recently. This has caused the monument to become submerged during rainfall. The base plinth is being eroded because of this.</p>,Water damages,0,,30409102-9323-11e9-abc0-0242ac120006
7b2008cb-0224-40ff-99e8-c2de1ac9d2ad,None,5790999f-7d84-4dc0-b4a9-a65dee5d1481,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
b3b9ef76-a0eb-4ade-bbcc-2d4b53493869,None,57b1c7cd-c924-4581-b4d1-8deccecb9358,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
821bb8f5-8815-406c-b3d5-60e65dd724a6,None,580324c0-5212-4b6e-83be-eab695af708f,"Good (very few light surface damages, renovated or repaired)",,"Road widening,Encroachment ",0,,30409102-9323-11e9-abc0-0242ac120006
7afec6ae-e85b-444f-816f-ad08aeabbfbb,None,58201fa0-0b37-4744-af03-0c6aaac21835,"Heavily damaged (collapsed, demolished, major cracks and structural damages)","<p>The building has undergone a number of restorations over the past 150 years. Photos proof that the building retained its original shape till after the devastating earthquake of 1934. Sometimes after that, possibly because of earthquake damage, the roof was removed and the upper parapet wall reduced in height by about 100 centimeters. The reconstructed roof shows a much reduced slope, and less timber was used than would have been traditional standard. A central dormer replaced the original two. Most likely the original roof cover was the typical terracotta tile laid in mud mortar. Today the roof is covered with large pan tiles.</p>

<p>On the occasion of King Birendra&rsquo;s coronation in 1975 the lower floor level of the structure was extensively repaired. The North wall was replaced with machine-made brick (so-called Chinese brick) and the floor covered with terracotta tiles <em>(telia)</em>.</p>

<p>The poorly built roof and lack of maintenance caused severe deterioration and can be seen as the main reasons for the poor performance in the 2015 earthquakes.</p>

<p>Today (2021), Lalabaiṭhaka is threatened by collapse and with the limitations of technical means available in Nepal cannot be restored in situ. It is therefore unavoidable to reconstruct most of the structure.</p>
","Encroachment ,Erosion,Water damages,Wall cracks",0,,30409102-9323-11e9-abc0-0242ac120006
78073839-854c-4eb7-a7cf-87676629694c,None,5864a56c-7d5f-4174-ab70-9b73013c325f,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths),Good (very few light surface damages, renovated or repaired),Structural damages","<p>The monuments were in a relatively good state when they were assessed in 2014.&nbsp;</p>

<p>Mention needs to be made of the vertical gaps noticed on southern <em>śikhara</em>&#39;s (002) western wall and southeastern corner. Plants (ferns at the time of survey) are growing through&nbsp;the gaps.&nbsp;</p>
","Wall cracks,Erosion,Plants",0,,30409102-9323-11e9-abc0-0242ac120006
ad2e785b-1eaa-45fb-84a3-e13d6517c55b,None,59e912ca-06a7-412a-a9b1-60d5d0fc0a6a,"Good (very few light surface damages, renovated or repaired)",,,0,,30409102-9323-11e9-abc0-0242ac120006
64a3a857-6b8d-461e-873c-9d16d86c0123,None,5a2b953a-01f9-11ea-8f3c-0242ac130002,"Slightly damaged (minor damages such as minor cracks, plants, missing stones in plinths)",,"Road widening,Water damages",0,,30409102-9323-11e9-abc0-0242ac120006
d055756d-d85e-43c0-afc4-a327271fcd79,None,5a3ab8f6-6344-11ea-b4c2-0242ac130006,Surface damages,,Plants,0,,30409102-9323-11e9-abc0-0242ac120006
7a770583-70d0-43a5-a086-55377b6e6802,None,5a9d675d-4ea1-416c-9d12-fe75a690e587,Repaired ,,,0,,30409102-9323-11e9-abc0-0242ac120006
