tileid,parenttile_id,resourceinstance_id,historicaldetailimage,historicaldetailimagecaption,Historical Event Description,historical event name,historical event category,sortorder,provisionaledits,nodegroup_id
30c5bdbf-c4c9-4f28-ae25-5ff32dff02e9,8cb1325b-b549-4344-a122-e58caa793ab8,48fbbcba-9da1-11ea-82af-0242ac130005,,,"<p>Ṭuṃḍirāja and his wife renovated the two-storey&nbsp;Phalcā of the temple complex to&nbsp;please Kvaynā Gaṇeśa and to commemorate the late&nbsp;Bhorāja (Ṭuṃḍirāja&#39;s father).</p>
",Renovation of phalcā in temple premises ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
01c883d0-e7ab-409c-bdb8-947373027032,672fb590-fa3b-4de5-9120-7f1ceb3a69ec,48fbbcba-9da1-11ea-82af-0242ac130005,,,"<p>Matsyendrasiṃha Bhāro of Aki Bāhāḥ Patan donated&nbsp;a <em>capāḥ</em> to please Kvaynā Gaṇeśa and installed idols of Umāmaheśvara and Lakṣmīnārāyaṇa in it. He also bestowed four <em>ropanīs</em> and one <em>jaba</em> field to establish a <em>guṭhī</em>. The <em>guṭhī</em> was also responsible for repairing minor damages.</p>
","Historical event NS 907
",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
1487851d-2871-45f0-a25a-7644bb17f341,a1c434bb-7c69-4579-b3ac-118261990c9a,48fbbcba-9da1-11ea-82af-0242ac130005,,,"<p>An inscription mentions that peopole from Gabāhā in Patan donated&nbsp;a pinnacle in 1849&nbsp;&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/niels/titleCreatorYear/items/SSJP3PFI/item-list"" target=""_blank""><strong>Gutschow </strong></a>2011, 458).&nbsp;The inscription could not be found&nbsp;in the temple.&nbsp;</p>
",donation of a pinnacle,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f8d88b52-d506-45f6-bc69-c6857d83567e,1c967f35-30d4-4efe-a8b4-482ee53548d1,493f8e80-fba9-11e9-a3c8-0242ac130002,,,"<p>The god&nbsp;house&nbsp;was damaged by the 2015 earthquake.&nbsp;It is now supported by wooden columns.&nbsp;&nbsp;</p>
",Damaged in the 2015 earthquake,Destruction,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8d5b5e7e-4ce0-45be-9acb-26fdcac49ba4,862478bb-ff84-45a4-91df-233df1234541,493f8e80-fba9-11e9-a3c8-0242ac130002,,,"<p>The Bahī was renovated.</p>
",Renovation,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f451a5a4-7769-480f-ba1c-4c32f77f5902,a71aaca7-fae5-4899-a730-85873e0b75cc,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>In VS 2066 (2009), the renovation process began after the performance of&nbsp;a <em>k</em><em>ṣamāpūjā.</em>&nbsp;The second tiled roof was replaced with a brass-plated one.&nbsp;The new&nbsp;stone statue of Gaṇeśa was installed in the sanctum on the 29th day of Kārtika in VS 2068 (2011).&nbsp;</p>
",Renovation of the temple,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7a30e35e-67a9-4619-a704-b72d4da81d31,78372537-d817-47ec-a2b7-f0650955ad68,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>A bell was donated.&nbsp;</p>
",Donation of a bell ,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
d7deb900-4696-41be-9b5f-59eb1525f382,9b9b325e-9818-4185-91ef-e8a17ccd754e,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>Rāmakṛṣṇa Bhāro constructed the temple. A <em>guthi </em>was also established to manage&nbsp;the temple. The inscription mentions that the <em>guthi</em> is responsible for&nbsp;maintaining the temple courtyard as well as the&nbsp;<em>phalcā</em>&nbsp;on the right-hand side.</p>
", Initial construction of the temple ,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
bdfa2b8d-8092-4e78-b9d4-15bb3b740922,133c8b91-d618-40c5-b6ab-7b3f2a89b2f3,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>Candramāna and his wife Dilkumārī donated a brass eaves board (<em>jhalara</em>) for&nbsp;the lower roof.</p>
",Donation of a brass eaves board (C),Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
22139246-53a3-4350-a478-0fa20965fba1,47d91cd5-6644-478a-af2f-b69e5fab12b9,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>Lakṣmīkumārī donated funds&nbsp;to&nbsp;cover the&nbsp;brass eaves board on the upper roof.&nbsp;</p>
",Donation of a brass eaves board (A),Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
32ddd34a-bc1d-44bc-b004-2c64429f9a88,2fca8f62-7008-4e02-8b16-1b8984156611,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>One of the struts of the temple was donated in 1715, 18 years after the initial construction of the temple. It is possible that the temple was repaired on this date. The donor&rsquo;s name could not be deciphered.</p>
",Renovation of the temple (?),Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
2097ec6d-9b02-4f51-897a-ff44a97df1dc,d2793add-7282-45a4-946a-0e17af5c0d9c,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>The main stone statue of Gaṇeśa was stolen.</p>
",Theft of the main statue,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
80cd177d-903e-488e-92a5-7f30d2af7a03,4ab8bc93-9e90-444a-81d3-9d236cb991d2,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>Syāmalāla donated the brass eaves board to cover&nbsp;the middle&nbsp;roof.</p>
",Donation of a brass eaves board (B),Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
e9c0e7fe-efe6-442d-a60e-a728b678f05b,8bc0c01d-a87a-4825-9f1c-d8d76743dabc,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>The temple was renovated and the brass eaves board was placed in the upper roof.</p>
", Renovation of the temple ,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
de545f5d-e2b5-42a3-b70e-b65ac9a2917d,04f15e82-b449-4847-a3df-5cd118a040ea,49e99160-f60d-11e9-8649-0242ac130002,,,"<p>The brass door and tympanum were donated to the temple.</p>
",Donation of brass tympanum and door,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
bae5df89-cae2-4cd7-bf79-bced23e04339,b397b27b-9b02-4070-b6a8-17f95c17d764,4a025a42-e6ea-11e9-b125-0242ac130002,,,"<p>Cidhimāyā and her two sons Rājamāna and Ratna Bahādur consecrated the Dharmadhātu Maṇḍala whilst it was still front of the <em>kvāḥpāḥdyaḥ</em>. Later it was removed and placed between the Buddha Temple and the&nbsp;Dharmadhātu Jinālaya Caitya.</p>
",Construction of Dharmadhātu Maṇḍala,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b72704ee-2378-498b-ba85-49c82debae6d,f34cf6dc-0faa-4a19-86b0-8c0222b0bfa4,4a025a42-e6ea-11e9-b125-0242ac130002,,,"<p>The Vihāra was constructed by Pūrṇa Śākya, resident of Oku Bāhāḥ Lāchicāka, Dundugṛha.</p>
",Construction of Vihāra,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
e9257b5c-bbbe-4c99-abb7-8feccfbf8844,edc3914c-fa50-4ce2-893a-b87c5b36e4e2,4a025a42-e6ea-11e9-b125-0242ac130002,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/Locke"" target=""_blank""><strong>Locke</strong></a>&nbsp;(1985,112) says this happened in&nbsp;NS 851 but&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/K6K8H6V5/q/sakya"" target=""_blank""><strong>Śākya&nbsp;</strong></a>(1994,111) mentions it as being in NS 861.&nbsp;Since the stone inscription is damaged, it is difficult to&nbsp;figure out which date is correct. However, the members of the monastic building&nbsp;assume that the images belong to the donors who constructed the Buddha temple in the&nbsp;courtyard and installed the inscriptions.&nbsp;</p>
",Donation of statue of devotees,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
5224ce42-5eec-44b7-bd4c-ff3c13665ab7,7a8cb4be-6434-4962-b95b-e113f77b5160,4a028b6c-f954-11e9-8649-0242ac130002,,,"<p>Before the <em>bāhāḥ&nbsp;</em>was established, the Mūladuvā clan had already established a <em>guṭhī</em>&nbsp;to organise&nbsp;worships and feasts.</p>
",Set up of the Guṭhī,Consecration,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
4025931d-cfa3-43ee-a125-9b5f16f35e5f,3c24aa95-514b-4f91-8fb7-b870429e2b05,4a028b6c-f954-11e9-8649-0242ac130002,,,"<p>Before this&nbsp;<em>bāhāḥ&nbsp;</em>was established, Dhana Thakũ had consecrated statues of Dīpaṅkara and Tārā&nbsp;in memory of her late husband Bhājudeva. She also installed&nbsp;a <em>guṭhī</em> to organise the worship, feast and donation ceremony (<em>pa&ntilde;cadāna</em>) on the 8th day of the bright fortnight of Bhādra.</p>
",Consecration of statues,Consecration,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
c5ef7a2e-5b18-4ecb-ac8d-0c346220f13f,028796c1-cd16-499e-93df-7b3d4d0f7227,4a028b6c-f954-11e9-8649-0242ac130002,,,"<p>Vajrarāja Śākya established the <em>caitya</em> in the <em>bāhāḥ&#39;s</em> courtyard.</p>
",Construction of Dharmadhātujinālaya Caitya,Consecration,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
6141ebc1-155c-4a0d-bfd9-129c693beb4b,a6b6edda-c511-4a56-8206-c3236a7adcfe,4a028b6c-f954-11e9-8649-0242ac130002,,,"<p>Ratnarāja Vajrācārya, the founder of the <em>bāhāḥ</em>, donated a bell, a lion&rsquo;s throne for the main deity, and a gilded <em>toraṇa</em>.</p>
","Donation of bell, toraṇa and throne",Consecration,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7f362770-1cb7-4d77-bb5d-a62ef5e032ee,aaee4f3c-d6a4-49b4-be92-30c51bcf84e0,4a028b6c-f954-11e9-8649-0242ac130002,,,"<p>Ratnarāja Vajrācārya, a member of Mūladuvā, founded this <em>bāhāḥ</em>.</p>
",Foundation of the Bāhāḥ,Consecration,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
dadcb2df-ab1a-4632-a88b-9b2dbb1aabf9,7c72304d-5433-4ee3-bc06-4873d4d711ff,4a2c6259-e814-432e-a59c-99eb9d750007,,,"<p>Lakṣmaṇa Śreṣṭha living in Chhetrapati, installed a hundred eight&nbsp;bronze light lamps around the temple in the memory of his wife Ratna Māyā Śreṣṭha.</p>
",Offering of a Bronze Lamp-Stand (dalū),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
fea242bf-f697-4f9d-b0a2-eb3a6db66a94,103e2f84-fce7-4a12-b364-31ae2f45a7f1,4a2c6259-e814-432e-a59c-99eb9d750007,,,"<p>Śukadeva Prajāpati living in Chhetrapati, paved tiles and marble to adorn&nbsp;the temple.</p>
",Tiles and Marble Slab Pavement,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ef1e0b42-60fc-42cd-b380-97c2027233c6,40d50607-9d7a-4f58-998e-5c66de8c850b,4a2c6259-e814-432e-a59c-99eb9d750007,,,"<p>Due to the derelict&nbsp;condition of the temple, it was reconstructed in 1985 CE. The cost for the restoration was covered by the government and local community members.</p>
",Reconstruction of the Temple,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
31cf506c-2f86-4a91-9f68-a9d44256c6d3,f1390273-0dd7-491c-abc4-659c2c58edca,4a2c6259-e814-432e-a59c-99eb9d750007,,,"<p>Jñāna Bahādura Śreṣṭha offered the&nbsp;<em>kikīpā</em> to Gaṇeśa.</p>
",Offering of Kikīpā (A),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
244a31d9-c7cf-4764-9ece-594ba3a6ab05,e53e6315-493a-4ff9-85d2-c21ba1030464,4a2c6259-e814-432e-a59c-99eb9d750007,,,"<p>In 1996 CE, the silver statue of Gaṇeśa was installed by raising funds from devotees.</p>
",Installation of a Silver Statue,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
d26421ab-a46f-4260-8040-7830213eba26,aa0d0b55-2e06-4e3d-95b3-65706f9cad8d,4a2c6259-e814-432e-a59c-99eb9d750007,,,"<p><strong>Purscha </strong>(1975,17), without referring to any sources, mentions that the temple was restored in 1961 CE.</p>
",Restoration of the Temple,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
77df74f8-1833-4933-9f56-11c3b3a6a3a8,e60e5dd5-eef2-41c2-b6c7-44022282fdc7,4a2c6259-e814-432e-a59c-99eb9d750007,,,"<p>Nowadays, the stone <em>toraṇa</em>&nbsp;is&nbsp;covered by a brass plate making the inscription invisible. Thus, the replica of the inscription was in the newer copperplate and attached inside the sanctum.</p>
",Renovation of the Stone Toraṇa,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
4ea6093b-72e5-47e5-a8e9-484c6304add0,7047201f-49c6-4167-8b51-8b81f0266408,4a2c6259-e814-432e-a59c-99eb9d750007,,,"<p>Haridāsa Mānandhara living in&nbsp;Thãhiti offered the silver <em>kikīpā</em> to Gaṇeśa.</p>
",Offering of Kikīpā (B),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b0f061b9-ae75-4fd0-846b-229f062920d1,5113b709-44f2-473e-ad17-348c17996375,4a305bd6-5eb8-11ea-b4c2-0242ac130006,,,"<p>The Phalcā collapsed during the earthquakes of 1934.&nbsp;Later, local residents reconstructed it.</p>",Destruction by 1934 earthquakes,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b692b02a-fc0b-4177-9fc4-383326ef16cb,7251c525-ad59-490d-97cd-e10b1f61078b,4a305bd6-5eb8-11ea-b4c2-0242ac130006,,,<p>Local residents demolished the crumbling structure because it was too fragile.&nbsp;</p>,Dismantlingthe Phalcā,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ccdb55ff-e003-420e-8790-a10fe9ebc7e1,9832a778-98e3-4ba6-baa1-cb836e81551e,4a305bd6-5eb8-11ea-b4c2-0242ac130006,,,<p>The Lalitpur Municipality reconstructed the Phalcā with the help of seven lakh rupees. The reconstruction work took place during the period between the Dashain and Tihar festivals of VS 2076.&nbsp;</p>,Reconstruction of the Phalcā,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
985ce0bc-cfae-45c0-86ea-081b3d0497e2,111a7d83-f700-4429-8db6-4f65de3aa651,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>Chikadhi and his other family members jointly offered a pinnacle to the previously existing Gorakhanātha temple. They also made an arrangement of a budget for the annual rituals and the renovation of the temple when necessary. Those, whose duty is to take care of the temple, are mentioned as a group of four Darśanadhārī (synonymous with Jugī or Jogī, Kusale and Kapālī) including Cikadhaki, Sūryanātha, Bhāginātha, and Cikavīra. Name of the priest for the <em>guṭhī</em> is mentioned as Laghupati Darśanadhārī. Other details record&nbsp;the position of the planets and a list of things which must be used for the annual rituals.</p>
",Renovation of the Temple and Formation of a Guṭhī,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
87c8b428-b62d-4782-8686-2df0abd71f0e,1c1aedbd-469f-4790-a627-689666fffdc2,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>The trident kept on a tall stone slab was installed to the west of the Bairava Shrine (KIR0050-009). Three individuals, Ṣupā Jugi (Jogī) of Kothujora (Kutujhvaḥ Ṭola), Gaṃgāvatti, and Joganātha, are named as donors in the inscription.</p>
",Installation of a Stone Trident ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
898a5290-f6ac-464b-8197-7f2a4e09c0a9,9e643a13-e5fe-4c04-a9c9-5701a2de6a33,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>This inscription records the construction of a stone temple for Isṭhaconi Mahākāla (KIR0050-006) by Hākurāma Bhāro and others.</p>
",Construction of a Stone Miniature Temple ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
32ec1549-9818-44fc-941c-94a51dee53bc,0d1bb5a6-f438-4c8e-9580-385ab6d198a8,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>A pair of donors, carved on a single stone slab, was placed inside the Pīṭha. Names of the donor couple have been inscribed at the arch-shaped top of the statue. It is very difficult to decipher the names in the present-day. However, Shokoohy et all (2014, 86) have read the names as Joganātha and Gaṃgāvati (Gaṅgāvatī).</p>
",Installation of a Donor Statue (C),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0afbdfb8-2d30-4c80-bc1e-bb8166595421,aacf8c59-8a62-47a4-a35b-28eedc4f27f4,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>Statue of a devotee couple, crafted on a single stone slab, was placed inside the Pīṭha. The couple is named Gaṃgānātha Jugi (Jugī/Yogī) and Cikuṃ Jugiṃni (Joginī).</p>
",Installation of a Donor Statue (B),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
6f37456c-c9b3-405b-8c5f-aab5e714ab47,03b0ce05-5c54-4628-89aa-1609e815307b,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>A wall was constructed somewhere in the complex. The exact place and the donor, who constructed it, are not clearly mentioned in the inscription.</p>
",Construction of a Wall ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
73f8245f-2726-4047-ad60-42dd1df76194,0a0a3c43-90ef-45ec-8b60-30c7bd405924,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>The inscription records&nbsp;the installation of Gorakhanātha along with Bhairava statue by one Yāṅā Darśanadhārī and other four Jogīs (Dhalama, Devīdāsa, Śirāma, and Lathanadāsa) of Kirtipur and Balambu. They also built a temple for the deities.</p>
",Initial Construction ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
74aea26f-f8f7-4e76-bada-2d36379e134b,598352d6-1740-4457-baa9-544697995709,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>Something was offered or built to the name of Gorakhanātha. The part where it is detailed is&nbsp;in poor condition and very hard to decipher. Names of ten donors from the Kapāli community are mentioned in the inscription. The group also offered a pair of lion statues (<em>siṅacā </em>and <em>byāṅacā</em>) to Bhairava (KIR0050-009).</p>
",Offerings to Gorakhanātha and Bhairava ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
83ed8f1a-1b69-4c0a-98bf-5274b7ade868,10ae4f3c-9b1b-4c8e-99da-83a2b8128e64,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>Statue of a devotee couple, crafted on a single stone slab, was placed inside the Pīṭha. The couple is named Mohaṃdāsa and Ranhāvati (Ratnāvatī).</p>
",Installation of a Donor Statue (A),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
fcee9a04-c350-400c-8558-0ef026d08a2c,e4aec18e-cf7a-423a-9264-87bc307ed669,4a48d563-85d1-4e51-8f78-2254393f85e2,,,"<p>This inscription records the regulations laid down for organising various&nbsp;annual celebrations of Ākāśa Bhairava (KIR0050-009). The names of donor couple have been mentioned as Gaṃgānātha Darśandhārī and his wife Chikunī Juginī (Joginī) of Kvathajora (Kutujvaḥ Ṭola). They also formed a <em>guṭhī</em> to sustain&nbsp;the prescribed tradition as mentioned in this inscription.</p>
",Regulations Laid Down for the Organization of Annual Celebrations of the Bhairava Shrine,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a906c151-51ad-46bf-bfe8-a63a966cdd3d,0cce93fc-da86-4ef4-840d-57b71e75e651,4a6c25be-af79-11ea-8ae7-0242ac130005,,,"<p>This Dharmadhātu Maṇḍala&nbsp;was established in 1962 by a&nbsp;predecessor&nbsp;of the Jyāpu&nbsp;family living in one of the houses&nbsp;to the south&nbsp;of the monument.&nbsp;</p>
","Construction of the Dharmadhātu Maṇḍala
",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8e03c0d5-da74-4a30-9b5b-01a099d868cd,02da0328-60e6-4cb5-a2bf-258e872d1b23,4a6c25be-af79-11ea-8ae7-0242ac130005,,,"<p>A stone statue of Buṅgadyaḥ was installed on the north plinth of this&nbsp;Caitya. It was commissioned by&nbsp;Gopi Maharjan from&nbsp;Mikhābāhāḥ (<strong><a href=""https://danam.cats.uni-heidelberg.de/report/d1bc6464-69b2-11ea-b4c2-0242ac130006"">LAL0810</a></strong>),&nbsp;a member of the Caitya&#39;s<em> guṭhī.</em></p>
","Addition of Buṅgadyaḥ statue
",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
aa4e29df-3b78-4abb-b6a9-bf345f22d6cb,f155a7ca-4716-46d0-b088-021cc624b9ec,4a6c25be-af79-11ea-8ae7-0242ac130005,,,"<p>An inscription, originally located in the Cībhāḥ Phalcā (LAL4211)&nbsp;mentions that the caitya was commissioned&nbsp;by Śivarāma Mahān Bhāva, a resident of Mikhabāhāḥ (<a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/d1bc6464-69b2-11ea-b4c2-0242ac130006"" target=""_blank""><strong>LAL0810</strong></a>), in 1705 CE (NS 825).</p>

<p>Today the&nbsp;phalcā has been replaced by a 4-story commercial building and the location of the inscription is unknown.</p>
","Construction of the Caitya
",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a795070b-2e86-46b6-8568-fe49fe62bf9d,cde925cb-5cbd-4b2d-bcfb-c4f1649d84cd,4a6c25be-af79-11ea-8ae7-0242ac130005,,,"<p>Tulasī Ḍaṅgola donated (mounted ?) a&nbsp;brass <em>vajra</em>&nbsp;on the Dharmadhātu Maṇḍala (LAL0821-007).</p>
",Addition of a brass vajra on the Dharmadhātu Maṇḍala (LAL0821-007),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7560884a-bdbf-46c3-8550-449bb7d0c558,170ef97b-a2ad-4df1-bd5a-7f8d34a08c48,4a6c25be-af79-11ea-8ae7-0242ac130005,,,"<p>Śivarāma Māhāna Bhāva, the caitya&#39;s donor also constructed a Phalcā in memory of his parents.&nbsp;The inscription mentions that the Tiriratna statue was installed at the same time.&nbsp;</p>
","Construction of a phalcā
",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
5671b9cb-5c51-445c-ae99-34d09900a7a9,b6aab9fb-bc9f-4f4a-9df0-b366c8eb40d6,4abcfc57-87bc-46d0-9338-add4863dbf46,,,"<p>Pvāḥsyāḥ Phalcā was one of four&nbsp;<em>phalcās </em>selected for the first PhotoKathmandu Festival in 2015&nbsp;and became a major success among locals and passers-by. Positioned at a main road in Patan, it became a spectacular object of attention during the days of the festival. Many people articulated the desire to hold on to it and&nbsp;for it to stay beyond the festival time. The Pvāḥsyaḥ Phalcā (Pāṭī) at Sundhara&nbsp;was removed in the&nbsp;1970s&nbsp;and has stood as platform since then. Art students from Kathmandu University&#39;s Art and Design Centre were&nbsp;involved in the PhotoKathmandu&nbsp;project and studied its previous form through old postcards, and conversations with locals before reconstructing it. The aim of the reconstruction was to encourage future perspectives on the post-earthquake city,&nbsp;referencing&nbsp;what has been lost, but also what can be gained again, and how important the &lsquo;institution&rsquo; of the <em>pati</em> can be in this context.&nbsp;</p>
",Photo Kathmandu - Patis in Patan ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
04dae45b-bb60-4b4a-9032-0324d465ea28,818b1601-3d84-490b-9a48-a7791e99bc22,4abcfc57-87bc-46d0-9338-add4863dbf46,,,"<p>The Phalcā was damaged in 1979, and since then has been&nbsp;turned into an elevated open space.</p>

<p>This important Phalcā was&nbsp;located in the heart of Sundhara Patan. It was occupied by a local police station before it was vandalised in 1978-9. The youths of Nugaḥ Ṭola used to hold regular gang fights with the youths from neighbouring quarters in this area. One such fight took place in 1978-9. The local police arrested the youths involved in the gang fight and detained them in the Phalcā building itself An aggressive group of local people attacked the police office,&nbsp;demanding the release of the detainees. After this incident, the local police station was moved to another&nbsp;Phalcā located to the west of Lũ Hiti. Pvāḥsyāḥ&nbsp;Phalcā was abandoned completely and was no longer maintained&nbsp;(source: a resident of Yanāmugaḥ, male, age 45). Though the Phalcā had a <em>guṭhī</em>&nbsp;(established by Cipālus (Śreṣṭha) of Caṃki Ṭola), this group no longer exists today. The&nbsp;idol of Pvāḥsyāḥdyaḥ is also no longer present; it appears that the statue of this deity was stolen and never replaced.</p>
",Politically motivated damage of the Phalcā,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
388be5c7-5b38-4484-99ab-d733e3033e26,36542ab3-7839-4c0f-8d97-d410648de186,4b3adb40-7726-4977-b911-1710edbfa41f,,,"<p>Some&nbsp;of the <em>kvāḥpāḥchẽ</em>&nbsp;has considerable cracks. The <em>saṅgha</em> members are struggling to receive financial aid for the repair work.</p>
",Damage during the 2015 CE earthquakes,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b13672ca-e0ac-45be-af36-80c1fbd84cfd,2477e20f-8d0a-4578-b348-8faa042837f7,4b3adb40-7726-4977-b911-1710edbfa41f,,,"<p>The first floor of the <em>kvāḥpāḥchẽ</em> was damaged during the 1934 CE earthquakes and was repaired by the Bāhāḥ&nbsp;<em>saṅgha</em> members.</p>
",Damage during the 1934 CE earthquakes and repair,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
dbe8da3c-44f6-42bf-8d95-623abafa8c0a,243d02d1-621a-4c2d-933b-5dfcdafb71b1,4b3adb40-7726-4977-b911-1710edbfa41f,,,"<p>Kumāraju Śākya commissioned the initial construction of this Bāhāḥ on the fifth day of the bright fortnight of Māgha (Śrīpa&ntilde;camī) in 1678 CE (798 NS) during the joint reign of King Śrīnivāsa and Yoganarendra Malla. During the initial construction, a statue of Akṣobhya was installed in the sanctum as the Bāhāh&rsquo;s primary deity (<em>kvāḥpāḥdyaḥ</em>), and the statues of Cakrasaṃvara-Vajravārāhī, Gaṇeśa and Mahākāla were installed inside the <em>āgaṃ</em>.</p>
",Initial construction of the Bāhāḥ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
853d76d6-35f7-4d15-9098-3c959f68bec3,fb2dfe8c-ef1b-4d01-a280-09cae3f06f72,4c31625e-ea78-11e9-8bc4-0242ac130002,,,"<p>King Siddinarasiṃha Malla constructed the courtyard along with a golden spout embellished with many Tantric figures. He also established the statues of&nbsp;Pañcamukhī Gaṇeśa and Narasiṃha that can be found&nbsp;at the entrance to the courtyard.</p>
",Construction of the Courtyard,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
be3cfb14-efbc-4e26-8a9b-5d20d32c5cf7,ba53b8cf-3eb3-4d26-acee-e9846c3a5517,4c31625e-ea78-11e9-8bc4-0242ac130002,,,"<p>The Government of Nepal renovated the courtyard during the reign of King Mahendra. After it was renovated, the courtyard was watched 24/7 by the police. However,&nbsp;this surveillance&nbsp;ended after&nbsp;1993.</p>
",Renovation of the Courtyard,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0f389316-a2a9-4bd7-b15e-0c260b1ed46f,5768ddde-d183-4d55-ae6c-44185ca1c5e8,4c31625e-ea78-11e9-8bc4-0242ac130002,,,"<p>The metal image of Mahiṣāsuramardinī on the eastern fa&ccedil;ade was added to replace one that had long been lost.&nbsp;The image of Mahiṣāsuramardinī placed in the&nbsp;spout was also lost, though this one was later found. However, a new image was installed after it went missing, and the original one is now kept in the museum.&nbsp;&nbsp;</p>
",Replacement of a Mahiṣāsuramardinī statue,"Donation,Modification/expansion",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
09462628-4eec-4fa8-9da2-ff65e0c86016,ed7f3a64-a808-4d8a-9e5b-a40dc1eb171d,4db3bfb2-eefd-11e9-8bc4-0242ac130002,,,"<p>The 2018 reconstruction was financed by the Lalitpur Municipality.</p>
",Reconstruction of the monument,Reconstruction,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
